Adip1,,,Adip2,,,Adip3,,,Adip4,,
Gene name,adjusted p-value,logFC,Gene name,adjusted p-value,logFC,Gene name,adjusted p-value,logFC,Gene name,adjusted p-value,logFC
,,,RHOJ,2.05E-51,3.78,FLOT1,3.26E-05,1.33,,,
,,,ASTN2,2.13E-51,1.94,KLHL25,3.45E-05,1.39,,,
,,,WSB1,2.28E-51,1.13,HK2,3.57E-05,0.79,,,
,,,GRB10,2.50E-51,1.39,HSD17B12,3.59E-05,0.67,,,
,,,SP100,5.07E-51,1.61,AC022217.3,3.78E-05,1.62,,,
,,,LINC01088,9.34E-51,3.17,CDC37L1,3.79E-05,1.27,,,
,,,CFD,1.61E-50,1.23,FOXK2,3.97E-05,0.82,,,
,,,PHF21A,1.66E-50,1.22,UVRAG,4.20E-05,0.77,,,
,,,CACNA2D3,1.77E-50,2.74,EIF3A,4.20E-05,0.78,,,
,,,DENND6A,2.27E-50,1.58,NOL10,4.33E-05,0.87,,,
,,,AHI1,2.48E-50,1.17,TPT1,4.43E-05,1.12,,,
,,,DOCK1,4.34E-50,1.16,LOXL2,4.91E-05,2.00,,,
,,,NCOR2,4.38E-50,1.33,SLC9B2,5.02E-05,1.87,,,
,,,PCSK6,4.71E-50,2.54,PPRC1,5.56E-05,1.68,,,
,,,NCOA7,4.75E-50,1.19,CYB5A,5.56E-05,0.70,,,
,,,TACC1,6.39E-50,1.21,HNRNPC,5.58E-05,0.64,,,
,,,ZFP36L2,8.89E-50,1.23,B3GAT3,5.94E-05,1.55,,,
,,,SMCHD1,9.67E-50,1.18,KDM4C,6.01E-05,0.65,,,
,,,AF241726.2,1.12E-49,1.90,KCNE1,6.43E-05,0.82,,,
,,,SKIL,1.17E-49,1.61,PTEN,6.55E-05,0.57,,,
,,,SGCE,1.70E-49,1.60,IDH2,6.73E-05,1.28,,,
,,,PTPN12,1.70E-49,1.15,SVEP1,6.97E-05,0.70,,,
,,,DDX24,2.01E-49,1.17,TBL1X,7.36E-05,1.01,,,
,,,WWP1,2.17E-49,1.23,EIF3J,7.50E-05,1.02,,,
,,,PELI2,2.31E-49,2.59,DENND5A,9.00E-05,0.95,,,
,,,PIBF1,2.52E-49,1.18,EEA1,9.05E-05,0.66,,,
,,,AC009554.1,2.75E-49,2.30,TSC22D2,9.56E-05,0.96,,,
,,,SLC25A13,3.23E-49,1.18,ARID5A,9.65E-05,2.73,,,
,,,SMIM14,4.25E-49,1.56,,,,,,
,,,ABLIM1,4.27E-49,1.20,,,,,,
,,,CBR4,4.49E-49,1.23,,,,,,
,,,PAXBP1,4.89E-49,1.31,,,,,,
,,,NFIA,5.07E-49,1.01,,,,,,
,,,SLC38A2,6.28E-49,1.25,,,,,,
,,,RNF115,7.63E-49,1.28,,,,,,
,,,NR3C2,9.20E-49,1.24,,,,,,
,,,PLPP3,1.02E-48,1.63,,,,,,
,,,ZFC3H1,1.76E-48,1.23,,,,,,
,,,CNTLN,2.00E-48,1.88,,,,,,
,,,CSGALNACT1,2.11E-48,2.68,,,,,,
,,,CLIC4,2.19E-48,1.33,,,,,,
,,,MPHOSPH8,2.47E-48,1.13,,,,,,
,,,RNF213,2.60E-48,1.42,,,,,,
,,,RDX,3.44E-48,1.29,,,,,,
,,,CDC42BPA,3.52E-48,1.14,,,,,,
,,,RBPJ,5.61E-48,1.48,,,,,,
,,,RSRP1,5.61E-48,1.09,,,,,,
,,,NAV1,6.44E-48,1.17,,,,,,
,,,ARHGAP29,7.42E-48,1.30,,,,,,
,,,C11orf49,7.57E-48,1.59,,,,,,
,,,PTBP3,8.38E-48,1.61,,,,,,
,,,PLAGL1,9.39E-48,1.29,,,,,,
,,,NCOA3,9.40E-48,1.33,,,,,,
,,,UNC5C,1.00E-47,1.16,,,,,,
,,,KIAA1217,1.01E-47,1.61,,,,,,
,,,HIPK3,1.34E-47,1.14,,,,,,
,,,TMEM108,1.37E-47,3.58,,,,,,
,,,DPYSL2,1.41E-47,1.48,,,,,,
,,,SMAD3,2.09E-47,1.21,,,,,,
,,,RIN2,2.56E-47,1.52,,,,,,
,,,COL24A1,2.66E-47,1.55,,,,,,
,,,PLEKHH2,2.85E-47,2.07,,,,,,
,,,CCNY,3.30E-47,1.14,,,,,,
,,,STAG2,3.41E-47,1.33,,,,,,
,,,PPP3CB,4.45E-47,1.15,,,,,,
,,,FGF14,4.60E-47,3.38,,,,,,
,,,CYBRD1,4.67E-47,1.90,,,,,,
,,,RB1,5.94E-47,1.11,,,,,,
,,,URI1,8.20E-47,1.15,,,,,,
,,,GALNT10,1.15E-46,2.17,,,,,,
,,,AP001011.1,1.17E-46,1.58,,,,,,
,,,ATM,1.51E-46,1.32,,,,,,
,,,DPYD-AS1,1.73E-46,1.98,,,,,,
,,,ABI1,1.93E-46,1.38,,,,,,
,,,PHIP,2.14E-46,1.16,,,,,,
,,,TCF25,2.32E-46,1.10,,,,,,
,,,NCOA2,2.53E-46,1.11,,,,,,
,,,DNM3OS,2.88E-46,2.12,,,,,,
,,,SESTD1,3.47E-46,1.10,,,,,,
,,,USP15,3.81E-46,1.09,,,,,,
,,,ERICH1,4.05E-46,1.33,,,,,,
,,,TNFRSF19,4.42E-46,3.58,,,,,,
,,,BRWD1,4.75E-46,1.14,,,,,,
,,,PTK2,5.26E-46,1.10,,,,,,
,,,ZFPM2,5.53E-46,1.06,,,,,,
,,,FBLN2,6.12E-46,1.67,,,,,,
,,,DPYSL3,6.34E-46,2.99,,,,,,
,,,XRN1,7.37E-46,1.17,,,,,,
,,,POU2F1,7.62E-46,1.17,,,,,,
,,,TBX18,9.59E-46,1.76,,,,,,
,,,TXNRD1,1.06E-45,1.19,,,,,,
,,,FSTL1,1.12E-45,1.12,,,,,,
,,,MYO1B,1.16E-45,2.39,,,,,,
,,,SMG6,1.52E-45,1.16,,,,,,
,,,FP700111.1,1.67E-45,1.42,,,,,,
,,,CEP126,1.94E-45,2.48,,,,,,
,,,DENND4C,2.46E-45,1.11,,,,,,
,,,PEAK1,3.26E-45,1.16,,,,,,
,,,CUL3,3.49E-45,1.16,,,,,,
,,,DDX18,3.61E-45,1.23,,,,,,
,,,AC092839.1,4.37E-45,1.78,,,,,,
,,,KIAA1109,4.51E-45,1.18,,,,,,
,,,PCM1,4.83E-45,1.08,,,,,,
,,,RC3H1,5.29E-45,1.11,,,,,,
,,,ECE1,5.95E-45,1.14,,,,,,
,,,XRRA1,6.83E-45,1.20,,,,,,
,,,SPRED2,7.07E-45,1.32,,,,,,
,,,CTDSPL2,7.95E-45,1.30,,,,,,
,,,ZRANB2-AS1,8.16E-45,1.98,,,,,,
,,,MIER1,9.71E-45,1.34,,,,,,
,,,PRKD1,1.11E-44,1.17,,,,,,
,,,PRRC2C,1.12E-44,1.06,,,,,,
,,,CDK17,1.31E-44,1.54,,,,,,
,,,PRRX1,1.97E-44,3.66,,,,,,
,,,ST5,2.02E-44,2.86,,,,,,
,,,EIF4G3,2.07E-44,1.08,,,,,,
,,,AC005237.1,2.68E-44,1.71,,,,,,
,,,CPNE8,2.90E-44,1.96,,,,,,
,,,BACE2,2.90E-44,2.00,,,,,,
,,,KANSL1L,3.54E-44,1.09,,,,,,
,,,CELF2-AS2,4.56E-44,1.81,,,,,,
,,,NFKB1,5.03E-44,1.27,,,,,,
,,,ZNF680,6.11E-44,1.43,,,,,,
,,,ATXN3,9.86E-44,1.38,,,,,,
,,,LSAMP,1.08E-43,2.46,,,,,,
,,,EXT1,1.16E-43,1.09,,,,,,
,,,NR2F2-AS1,1.19E-43,2.01,,,,,,
,,,THUMPD3-AS1,1.25E-43,1.08,,,,,,
,,,COL19A1,1.32E-43,1.26,,,,,,
,,,PTS,1.34E-43,1.37,,,,,,
,,,SCLT1,1.36E-43,1.33,,,,,,
,,,ANTXR2,1.46E-43,1.22,,,,,,
,,,PTBP2,1.53E-43,1.08,,,,,,
,,,CLTA,1.72E-43,1.26,,,,,,
,,,NPEPPS,1.81E-43,1.05,,,,,,
,,,CENPC,1.85E-43,1.38,,,,,,
,,,GPSM2,1.93E-43,2.20,,,,,,
,,,SLCO3A1,2.09E-43,2.35,,,,,,
,,,EPHA3,2.11E-43,2.20,,,,,,
,,,ASAP1,2.32E-43,1.16,,,,,,
,,,NFE2L2,2.45E-43,1.07,,,,,,
,,,ORMDL1,2.61E-43,1.09,,,,,,
,,,ZNF83,2.62E-43,1.31,,,,,,
,,,ABCC1,2.81E-43,1.55,,,,,,
,,,RABGAP1L,3.67E-43,1.06,,,,,,
,,,PBX3,3.84E-43,1.07,,,,,,
,,,DLG2,4.14E-43,1.11,,,,,,
,,,HDAC7,4.92E-43,1.55,,,,,,
,,,CYP27A1,4.99E-43,2.94,,,,,,
,,,POLR2B,6.93E-43,1.33,,,,,,
,,,LPCAT2,7.33E-43,3.68,,,,,,
,,,CALCOCO2,7.71E-43,1.20,,,,,,
,,,ARID4B,7.78E-43,1.09,,,,,,
,,,PIP4K2A,8.08E-43,1.29,,,,,,
,,,ERAP1,8.34E-43,1.33,,,,,,
,,,FNBP1,8.34E-43,1.48,,,,,,
,,,DNM1L,8.37E-43,1.11,,,,,,
,,,MFGE8,9.86E-43,1.23,,,,,,
,,,CRTC3,1.08E-42,1.09,,,,,,
,,,ABLIM3,1.09E-42,2.22,,,,,,
,,,ROCK1,1.33E-42,1.06,,,,,,
,,,AC010894.3,1.50E-42,2.35,,,,,,
,,,MYO9A,1.59E-42,1.06,,,,,,
,,,AC006059.1,1.93E-42,1.53,,,,,,
,,,ZNF385D,2.19E-42,2.51,,,,,,
,,,DYM,2.66E-42,1.07,,,,,,
,,,NUP58,2.79E-42,1.23,,,,,,
,,,COL3A1,2.81E-42,1.20,,,,,,
,,,MCC,3.43E-42,1.13,,,,,,
,,,BRAF,3.46E-42,1.06,,,,,,
,,,TNRC6B,3.60E-42,1.05,,,,,,
,,,ZHX2,4.70E-42,1.06,,,,,,
,,,RAB11A,5.17E-42,1.11,,,,,,
,,,RHOQ,5.53E-42,1.19,,,,,,
,,,SPIDR,7.48E-42,1.05,,,,,,
,,,MTR,8.60E-42,1.18,,,,,,
,,,RNF169,9.10E-42,1.26,,,,,,
,,,PIK3R1,9.50E-42,1.10,,,,,,
,,,CHIC2,1.08E-41,1.72,,,,,,
,,,SMURF2,1.10E-41,1.35,,,,,,
,,,BICRAL,1.16E-41,1.29,,,,,,
,,,MIR29B2CHG,1.25E-41,1.03,,,,,,
,,,GPCPD1,1.41E-41,1.25,,,,,,
,,,RNF38,1.51E-41,1.17,,,,,,
,,,LMO4,1.55E-41,1.09,,,,,,
,,,PRDM2,1.68E-41,1.14,,,,,,
,,,DHX36,1.84E-41,1.10,,,,,,
,,,AC097662.1,2.29E-41,3.23,,,,,,
,,,DIAPH2,2.55E-41,1.04,,,,,,
,,,CORO2B,2.60E-41,2.13,,,,,,
,,,IGFBP4,3.10E-41,1.29,,,,,,
,,,VPS13B,3.31E-41,1.05,,,,,,
,,,YAF2,3.43E-41,1.15,,,,,,
,,,EGLN3,3.60E-41,2.24,,,,,,
,,,RAB8B,3.71E-41,1.93,,,,,,
,,,DYNC1I2,3.95E-41,1.34,,,,,,
,,,PDE5A,3.96E-41,1.12,,,,,,
,,,WTAP,5.16E-41,1.17,,,,,,
,,,TMTC2,5.28E-41,1.58,,,,,,
,,,LDLRAD4,5.42E-41,1.39,,,,,,
,,,USP53,5.55E-41,1.06,,,,,,
,,,CCSER2,7.60E-41,1.02,,,,,,
,,,PCGF5,8.37E-41,1.33,,,,,,
,,,RIPOR3,9.92E-41,2.60,,,,,,
,,,SPTBN1,1.02E-40,1.04,,,,,,
,,,ETNK1,1.03E-40,1.18,,,,,,
,,,LRRFIP1,1.13E-40,1.19,,,,,,
,,,RFTN2,1.24E-40,1.92,,,,,,
,,,ARHGEF12,1.30E-40,1.07,,,,,,
,,,CALCRL,1.30E-40,1.10,,,,,,
,,,GULP1,2.10E-40,1.26,,,,,,
,,,DICER1,2.20E-40,1.07,,,,,,
,,,HECTD4,2.38E-40,1.02,,,,,,
,,,FBXO42,2.38E-40,1.08,,,,,,
,,,SH3RF1,2.41E-40,1.11,,,,,,
,,,MIPOL1,2.46E-40,1.30,,,,,,
,,,RFTN1,2.77E-40,1.14,,,,,,
,,,AC058791.1,2.78E-40,2.56,,,,,,
,,,AOX1,3.05E-40,1.76,,,,,,
,,,RB1CC1,3.49E-40,1.14,,,,,,
,,,FAM135A,4.39E-40,1.52,,,,,,
,,,USP3,5.12E-40,1.05,,,,,,
,,,VPS36,5.12E-40,1.21,,,,,,
,,,RSBN1L,5.41E-40,1.26,,,,,,
,,,NLGN1,5.42E-40,1.35,,,,,,
,,,CD34,5.55E-40,3.46,,,,,,
