"pair"	"clusters"	"pvalue"	"mean"
"COL17A1_a2b1 complex"	"EC14_ln|PC0_vent"	1	0
"LAMC1_a2b1 complex"	"EC14_ln|PC0_vent"	1	-1.45008444637804
"CDH1_a2b1 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"FN1_a2Bb3 complex"	"EC14_ln|PC0_vent"	1	-2.61705613043101
"F2_a2Bb3 complex"	"EC14_ln|PC0_vent"	1	0
"PLG_a2Bb3 complex"	"EC14_ln|PC0_vent"	1	0
"VTN_a2Bb3 complex"	"EC14_ln|PC0_vent"	1	0
"THBS1_a2Bb3 complex"	"EC14_ln|PC0_vent"	1	-5.44222232860507
"CD40LG_a2Bb3 complex"	"EC14_ln|PC0_vent"	1	0
"FN1_aVb3 complex"	"EC14_ln|PC0_vent"	1	-2.63486740654747
"LAMC1_aVb3 complex"	"EC14_ln|PC0_vent"	1	-1.45403163089471
"F2_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"VTN_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"THBS1_aVb3 complex"	"EC14_ln|PC0_vent"	1	-5.50635266602479
"FGF2_aVb3 complex"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"SPP1_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"FGF1_aVb3 complex"	"EC14_ln|PC0_vent"	1	-7.96578428466209
"THY1_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"VWF_aVb3 complex"	"EC14_ln|PC0_vent"	1	-1.7178567712185
"FCER2_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"MMP2_aVb3 complex"	"EC14_ln|PC0_vent"	1	-4.41119543298445
"TNC_aVb3 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"L1CAM_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"PLAUR_aVb3 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"OMD_aVb3 complex"	"EC14_ln|PC0_vent"	1	0
"FN1_a3b1 complex"	"EC14_ln|PC0_vent"	1	-2.46593839757888
"THBS1_a3b1 complex"	"EC14_ln|PC0_vent"	1	-4.57346686188333
"LAMA3_a3b1 complex"	"EC14_ln|PC0_vent"	1	-2.96578428466209
"CSPG4_a3b1 complex"	"EC14_ln|PC0_vent"	1	0
"FN1_a4b1 complex"	"EC14_ln|PC0_vent"	1	-2.58207999218803
"SPP1_a4b1 complex"	"EC14_ln|PC0_vent"	1	0
"TNC_a4b1 complex"	"EC14_ln|PC0_vent"	1	-6.265344566521
"PLAUR_a4b1 complex"	"EC14_ln|PC0_vent"	1	-6.265344566521
"PLA2G2A_a4b1 complex"	"EC14_ln|PC0_vent"	1	-4.23786383009889
"VCAM1_a4b1 complex"	"EC14_ln|PC0_vent"	1	0
"JAM2_a4b1 complex"	"EC14_ln|PC0_vent"	1	-6.265344566521
"FN1_a5b1 complex"	"EC14_ln|PC0_vent"	1	-2.58207999218803
"CD40LG_a5b1 complex"	"EC14_ln|PC0_vent"	1	0
"L1CAM_a5b1 complex"	"EC14_ln|PC0_vent"	1	0
"PLA2G2A_a5b1 complex"	"EC14_ln|PC0_vent"	1	-4.265344566521
"FBN1_a5b1 complex"	"EC14_ln|PC0_vent"	1	-2.27928375747887
"FN1_a8b1 complex"	"EC14_ln|PC0_vent"	1	-2.61705613043101
"TNC_a8b1 complex"	"EC14_ln|PC0_vent"	1	-6.79585928321977
"FN1_aVb1 complex"	"EC14_ln|PC0_vent"	1	-2.38082178394093
"VTN_aVb1 complex"	"EC14_ln|PC0_vent"	1	0
"FN1_aVb5 complex"	"EC14_ln|PC0_vent"	1	-2.38082178394093
"LAMC1_a6b1 complex"	"EC14_ln|PC0_vent"	1	-1.43830727860169
"LAMC1_a7b1 complex"	"EC14_ln|PC0_vent"	1e-05	-0.703689439291908
"CDH1_aEb7 complex"	"EC14_ln|PC0_vent"	1	-7.15842936260448
"SPP1_a9b1 complex"	"EC14_ln|PC0_vent"	1	0
"TNC_a9b1 complex"	"EC14_ln|PC0_vent"	1	-4.7178567712185
"VCAM1_a9b1 complex"	"EC14_ln|PC0_vent"	1	0
"THY1_aMb2 complex"	"EC14_ln|PC0_vent"	1	0
"FCER2_aMb2 complex"	"EC14_ln|PC0_vent"	1	0
"ICAM1_aMb2 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"F10_aMb2 complex"	"EC14_ln|PC0_vent"	1	0
"C3_aMb2 complex"	"EC14_ln|PC0_vent"	1	-5.265344566521
"GP1BA_aMb2 complex"	"EC14_ln|PC0_vent"	1	0
"JAM3_aMb2 complex"	"EC14_ln|PC0_vent"	1	0
"THY1_aXb2 complex"	"EC14_ln|PC0_vent"	1	0
"FCER2_aXb2 complex"	"EC14_ln|PC0_vent"	1	0
"ICAM1_aXb2 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"TNC_aVb6 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"TGFB1_aVb6 complex"	"EC14_ln|PC0_vent"	1	-2.72737954533701
"VCAM1_aDb2 complex"	"EC14_ln|PC0_vent"	1	0
"ICAM3_aDb2 complex"	"EC14_ln|PC0_vent"	1	-6.96578428466209
"ACVL1_BMPR2_BMP10"	"EC14_ln|PC0_vent"	1	0
"ACVL1_BMPR2_GDF2"	"EC14_ln|PC0_vent"	1	0
"ACVR1_BMPR2_BMP7"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2A receptor_BMP7"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2B receptor_BMP7"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMPR1A_BMPR2_BMP7"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"BMPR1B_BMPR2_BMP7"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_BMP7"	"EC14_ln|PC0_vent"	1	-4.41119543298445
"BMR1A_AVR2B_BMP7"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMR1B_AVR2A_BMP7"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_BMP7"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR1_BMPR2_BMP5"	"EC14_ln|PC0_vent"	1	-1.47393118833241
"ACVR_1A2A receptor_BMP5"	"EC14_ln|PC0_vent"	1	-1.47393118833241
"ACVR_1A2B receptor_BMP5"	"EC14_ln|PC0_vent"	1	-1.54793176977619
"BMPR1A_BMPR2_BMP5"	"EC14_ln|PC0_vent"	1	-1.56064282152574
"BMPR1B_BMPR2_BMP5"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_BMP5"	"EC14_ln|PC0_vent"	1	-1.41888982477445
"BMR1A_AVR2B_BMP5"	"EC14_ln|PC0_vent"	1	-1.54793176977619
"BMR1B_AVR2A_BMP5"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_BMP5"	"EC14_ln|PC0_vent"	1	-1.54793176977619
"ACVR1_BMPR2_BMP6"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2A receptor_BMP6"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2B receptor_BMP6"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMPR1A_BMPR2_BMP6"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"BMPR1B_BMPR2_BMP6"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_BMP6"	"EC14_ln|PC0_vent"	1	-4.41119543298445
"BMR1A_AVR2B_BMP6"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMR1B_AVR2A_BMP6"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_BMP6"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR1_BMPR2_BMP8A"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2A receptor_BMP8A"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2B receptor_BMP8A"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMPR1A_BMPR2_BMP8A"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"BMPR1B_BMPR2_BMP8A"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_BMP8A"	"EC14_ln|PC0_vent"	1	-4.41119543298445
"BMR1A_AVR2B_BMP8A"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMR1B_AVR2A_BMP8A"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_BMP8A"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR_1A2A receptor_INHBA"	"EC14_ln|PC0_vent"	1	-4.92139016530363
"ACVR_1A2B receptor_INHBA"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR_1B2A receptor_INHBA"	"EC14_ln|PC0_vent"	1	-4.79585928321977
"ACVR_1B2B receptor_INHBA"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR_1C2A receptor_INHBA"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"ACVR_1C2B receptor_INHBA"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"ACVR_1A2A receptor_INHBB"	"EC14_ln|PC0_vent"	1	-4.96578428466209
"ACVR_1A2B receptor_INHBB"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR_1B2A receptor_INHBB"	"EC14_ln|PC0_vent"	1	-4.79585928321977
"ACVR_1B2B receptor_INHBB"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"ACVR_1C2A receptor_INHBB"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"ACVR_1C2B receptor_INHBB"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"BMPR1A_BMPR2_BMP2"	"EC14_ln|PC0_vent"	1	-5.50635266602479
"BMPR1B_BMPR2_BMP2"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_BMP2"	"EC14_ln|PC0_vent"	1	-4.13289427049735
"BMR1A_AVR2B_BMP2"	"EC14_ln|PC0_vent"	1	-5.32192809488736
"BMR1B_AVR2A_BMP2"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_BMP2"	"EC14_ln|PC0_vent"	1	-5.32192809488736
"BMPR1A_BMPR2_BMP4"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMPR1B_BMPR2_BMP4"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_BMP4"	"EC14_ln|PC0_vent"	1	-4.29335894269059
"BMR1A_AVR2B_BMP4"	"EC14_ln|PC0_vent"	1	-5.7178567712185
"BMR1B_AVR2A_BMP4"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_BMP4"	"EC14_ln|PC0_vent"	1	-5.7178567712185
"BMPR1A_BMPR2_GDF5"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"BMPR1B_BMPR2_GDF5"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_GDF5"	"EC14_ln|PC0_vent"	1	-4.41119543298445
"BMR1A_AVR2B_GDF5"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMR1B_AVR2A_GDF5"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_GDF5"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"BMPR1A_BMPR2_GDF6"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"BMPR1B_BMPR2_GDF6"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_GDF6"	"EC14_ln|PC0_vent"	1	-4.41119543298445
"BMR1A_AVR2B_GDF6"	"EC14_ln|PC0_vent"	1	-6.15842936260448
"BMR1B_AVR2A_GDF6"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_GDF6"	"EC14_ln|PC0_vent"	1	-6.15842936260448
"BMPR1A_BMPR2_GDF7"	"EC14_ln|PC0_vent"	1	-5.57346686188333
"BMPR1B_BMPR2_GDF7"	"EC14_ln|PC0_vent"	1	0
"BMR1A_ACR2A_GDF7"	"EC14_ln|PC0_vent"	1	-4.13289427049735
"BMR1A_AVR2B_GDF7"	"EC14_ln|PC0_vent"	1	-5.38082178394093
"BMR1B_AVR2A_GDF7"	"EC14_ln|PC0_vent"	1	0
"BMR1B_AVR2B_GDF7"	"EC14_ln|PC0_vent"	1	-5.38082178394093
"BMPR1B_BMPR2_BMP15"	"EC14_ln|PC0_vent"	1	0
"BMPR1B_BMPR2_BMPR1A"	"EC14_ln|PC0_vent"	1	0
"ACVR_1B2A receptor_MSTN"	"EC14_ln|PC0_vent"	1	0
"ACVR_1B2B receptor_MSTN"	"EC14_ln|PC0_vent"	1	0
"ACVR_1B2A receptor_GDF11"	"EC14_ln|PC0_vent"	1	-4.32192809488736
"ACVR_1B2B receptor_GDF11"	"EC14_ln|PC0_vent"	1	-5.10780328953452
"ACVR_1B2A receptor_BMP3"	"EC14_ln|PC0_vent"	1	-4.79585928321977
"ACVR_1B2B receptor_GDF1"	"EC14_ln|PC0_vent"	1	0
"ACVR_1B2B receptor_GDF10"	"EC14_ln|PC0_vent"	1	-6.15842936260448
"ACVR_1B2B receptor_GDF3"	"EC14_ln|PC0_vent"	1	-6.15842936260448
"CD8 receptor_LCK"	"EC14_ln|PC0_vent"	1	0
"CD94:NKG2A_HLA-E"	"EC14_ln|PC0_vent"	1	0
"CD94:NKG2C_HLA-E"	"EC14_ln|PC0_vent"	1	-3.42662547355406
"CNTF-1R_CNTF"	"EC14_ln|PC0_vent"	1	0
"CNTF-1R_CLCF1"	"EC14_ln|PC0_vent"	1	0
"ICAM1_aLb2 complex"	"EC14_ln|PC0_vent"	1	-6.79585928321977
"ICAM2_aLb2 complex"	"EC14_ln|PC0_vent"	1	-3.83650126771712
"ICAM3_aLb2 complex"	"EC14_ln|PC0_vent"	1	-6.79585928321977
"ICAM4_aLb2 complex"	"EC14_ln|PC0_vent"	1	0
"F11R_aLb2 complex"	"EC14_ln|PC0_vent"	1	-3.92139016530363
"FLT1 complex_VEGFA"	"EC14_ln|PC0_vent"	1	-2.79585928321977
"FLT1 complex_PGF"	"EC14_ln|PC0_vent"	1	-2.59946207041627
"FLT1 complex_VEGFB"	"EC14_ln|PC0_vent"	1	-2.54793176977619
"PlexinA1_complex3_SEMA3A"	"EC14_ln|PC0_vent"	1	-5.05889368905357
"PlexinA2_complex1_SEMA3A"	"EC14_ln|PC0_vent"	1	-3.02326977932285
"PlexinA3_complex1_SEMA3A"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"PlexinA4_complex1_SEMA3A"	"EC14_ln|PC0_vent"	1	-3.77595972578207
"FcRn complex_ALB"	"EC14_ln|PC0_vent"	1	0
"IFNA8_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNE_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA1_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA2_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA10_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA7_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA21_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA5_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA14_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA17_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNB1_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNW1_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA6_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA4_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNA16_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNK_Type I IFNR"	"EC14_ln|PC0_vent"	1	0
"IL1 receptor_IL1A"	"EC14_ln|PC0_vent"	1	0
"IL1 receptor inhibitor_IL1A"	"EC14_ln|PC0_vent"	1	0
"IL1 receptor_IL1B"	"EC14_ln|PC0_vent"	1	-5.10780328953452
"IL1 receptor inhibitor_IL1B"	"EC14_ln|PC0_vent"	1	-7.96578428466209
"IL1 receptor_IL1RN"	"EC14_ln|PC0_vent"	1	-5.10780328953452
"IL1 receptor inhibitor_IL1RN"	"EC14_ln|PC0_vent"	1	-7.96578428466209
"IL10 receptor_IL10"	"EC14_ln|PC0_vent"	1	0
"IL11 receptor_IL11"	"EC14_ln|PC0_vent"	1	-5.32192809488736
"IL13 receptor_IL4"	"EC14_ln|PC0_vent"	1	0
"IL4 receptor_IL4"	"EC14_ln|PC0_vent"	1	0
"IL13 receptor_IL13"	"EC14_ln|PC0_vent"	1	-4.44222232860507
"IL15 receptor_IL15"	"EC14_ln|PC0_vent"	1	-7.38082178394093
"IL17 receptor AB_IL25"	"EC14_ln|PC0_vent"	1	0
"IL17 receptor AC_IL17A"	"EC14_ln|PC0_vent"	1	0
"IL17 receptor AC_IL17F"	"EC14_ln|PC0_vent"	1	0
"IL17 receptor AE_IL17C"	"EC14_ln|PC0_vent"	1	0
"IL2 receptor_I_IL2"	"EC14_ln|PC0_vent"	1	0
"IL20 receptor Type I_IL24"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"IL20 receptor Type I_IL20"	"EC14_ln|PC0_vent"	1	0
"IL20 receptor Type I_IL19"	"EC14_ln|PC0_vent"	1	-6.50635266602479
"IL21 receptor_IL21"	"EC14_ln|PC0_vent"	1	0
"IL28 receptor_IFNL3"	"EC14_ln|PC0_vent"	1	0
"IL3 receptor_IL3"	"EC14_ln|PC0_vent"	1	0
"IL33 receptor_IL33"	"EC14_ln|PC0_vent"	1	-4.7178567712185
"IL36 receptor_IL1F10"	"EC14_ln|PC0_vent"	1	0
"IL36 receptor_IL36B"	"EC14_ln|PC0_vent"	1	0
"IL36 receptor_IL36G"	"EC14_ln|PC0_vent"	1	0
"IL36 receptor_IL36RN"	"EC14_ln|PC0_vent"	1	0
"IL36 receptor_IL36A"	"EC14_ln|PC0_vent"	1	0
"IL37 receptor_IL37"	"EC14_ln|PC0_vent"	1	0
"IL6 receptor_IL6"	"EC14_ln|PC0_vent"	1	-6.38082178394093
"IL7 receptor_IL7"	"EC14_ln|PC0_vent"	1	0
"LIFR_OSM"	"EC14_ln|PC0_vent"	1	0
"OSMR_OSM"	"EC14_ln|PC0_vent"	1	0
"LIFR_LIF"	"EC14_ln|PC0_vent"	1	-3.83650126771712
"MIS receptor 1_AMH"	"EC14_ln|PC0_vent"	1	0
"MIS receptor 2_AMH"	"EC14_ln|PC0_vent"	1	0
"MIS receptor 3_AMH"	"EC14_ln|PC0_vent"	1	0
"PDGFB_PDGFR complex"	"EC14_ln|PC0_vent"	1	-5.05889368905357
"GDF11_TGFR_AVR2A"	"EC14_ln|PC0_vent"	1	-4.87832144341175
"MSTN_TGFR_AVR2A"	"EC14_ln|PC0_vent"	1	0
"GDF11_TGFR_AVR2B"	"EC14_ln|PC0_vent"	1	-5.21089678249862
"MSTN_TGFR_AVR2B"	"EC14_ln|PC0_vent"	1	0
"TGFB1_TGFbeta receptor1"	"EC14_ln|PC0_vent"	1	-2.59074485331516
"TGFB3_TGFbeta receptor1"	"EC14_ln|PC0_vent"	1	-3.83650126771712
"TGFB2_TGFbeta receptor1"	"EC14_ln|PC0_vent"	1	-2.38835545662634
"TGFB1_TGFbeta receptor2"	"EC14_ln|PC0_vent"	1	-2.49005085369569
"TGFB3_TGFbeta receptor2"	"EC14_ln|PC0_vent"	1	-3.62593428177746
"TGFB2_TGFbeta receptor2"	"EC14_ln|PC0_vent"	1	-2.30044836747691
"NRG1_a6b4 complex"	"EC14_ln|PC0_vent"	1	-7.96578428466209
"IGF1_a6b4 complex"	"EC14_ln|PC0_vent"	1	-1.93236128312464
"GDF9_TGFR_BMPR2"	"EC14_ln|PC0_vent"	1	0
"IFNG_Type II IFNR"	"EC14_ln|PC0_vent"	1	0
"PDGFR complex_PDGFD"	"EC14_ln|PC0_vent"	1	-6.05889368905357
"GDNF_RET receptor 1"	"EC14_ln|PC0_vent"	1	0
"ARTN_RET receptor 1"	"EC14_ln|PC0_vent"	1	0
"PlexinA1_complex1_SEMA6D"	"EC14_ln|PC0_vent"	1	-5.265344566521
"IFNL1_Type III IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNL3_Type III IFNR"	"EC14_ln|PC0_vent"	1	0
"IFNL2_Type III IFNR"	"EC14_ln|PC0_vent"	1	0
"KLRG2_WNT11"	"EC14_ln|PC7_atria"	1	0
"KLRG2_TNFSF9"	"EC14_ln|PC7_atria"	1	0
"HLA-DPA1_TNFSF9"	"EC14_ln|PC7_atria"	1	-3.85725982788392
"PVR_TNFSF9"	"EC14_ln|PC7_atria"	1	-4.75633091903314
"KLRG2_WNT5B"	"EC14_ln|PC7_atria"	1	0
"HLA-DPA1_GAL"	"EC14_ln|PC7_atria"	1	-3.87832144341175
"GALR2_GAL"	"EC14_ln|PC7_atria"	1	0
"GALR3_GAL"	"EC14_ln|PC7_atria"	1	0
"PVR_CD96"	"EC14_ln|PC7_atria"	1	-4.608232280044
"PVR_CD226"	"EC14_ln|PC7_atria"	1	-4.608232280044
"PVR_TIGIT"	"EC14_ln|PC7_atria"	1	-4.7178567712185
"PVR_NECTIN3"	"EC14_ln|PC7_atria"	1	-3.83650126771712
"CADM3_NECTIN3"	"EC14_ln|PC7_atria"	1	0
"CADM1_NECTIN3"	"EC14_ln|PC7_atria"	1	-4.47393118833241
"NECTIN1_NECTIN3"	"EC14_ln|PC7_atria"	1	-4.608232280044
"TIGIT_NECTIN3"	"EC14_ln|PC7_atria"	1	0
"NECTIN2_NECTIN3"	"EC14_ln|PC7_atria"	1	-2.55639334852439
"GALR2_GALP"	"EC14_ln|PC7_atria"	1	0
"GALR3_GALP"	"EC14_ln|PC7_atria"	1	0
"GALR1_GALP"	"EC14_ln|PC7_atria"	1	0
"CADM3_CADM1"	"EC14_ln|PC7_atria"	1	0
"CADM1_CADM1"	"EC14_ln|PC7_atria"	1	-5.64385618977472
"CRTAM_CADM1"	"EC14_ln|PC7_atria"	1	-6.265344566521
"CADM3_CADM4"	"EC14_ln|PC7_atria"	1	0
"CADM3_EPB41L1"	"EC14_ln|PC7_atria"	1	0
"NECTIN1_CADM3"	"EC14_ln|PC7_atria"	1	-6.64385618977472
"NECTIN1_NECTIN4"	"EC14_ln|PC7_atria"	1	-7.15842936260448
"TIGIT_NECTIN2"	"EC14_ln|PC7_atria"	1	0
"CD226_NECTIN2"	"EC14_ln|PC7_atria"	1	-3.73696559416621
"CDH1_KLRG1"	"EC14_ln|PC7_atria"	1	-6.265344566521
"FGF2_CD44"	"EC14_ln|PC7_atria"	1	-1.76611193982572
"SPP1_CD44"	"EC14_ln|PC7_atria"	1	0
"LGALS9_CD44"	"EC14_ln|PC7_atria"	1	-1.53951952995999
"HGF_CD44"	"EC14_ln|PC7_atria"	1	-1.63039392996816
"FGF2_FGFR4"	"EC14_ln|PC7_atria"	1	-5.96578428466209
"FGF1_FGFR4"	"EC14_ln|PC7_atria"	1	-7.64385618977472
"TNFRSF10A_FGFR4"	"EC14_ln|PC7_atria"	1	-5.7178567712185
"FGF17_FGFR4"	"EC14_ln|PC7_atria"	1	0
"FGF18_FGFR4"	"EC14_ln|PC7_atria"	1	-6.79585928321977
"FGF19_FGFR4"	"EC14_ln|PC7_atria"	1	0
"FGF6_FGFR4"	"EC14_ln|PC7_atria"	1	0
"FGF5_FGFR4"	"EC14_ln|PC7_atria"	1	0
"FGF7_FGFR4"	"EC14_ln|PC7_atria"	1	-7.64385618977472
"FGF2_FGFR1"	"EC14_ln|PC7_atria"	1	-4.265344566521
"FGF1_FGFR1"	"EC14_ln|PC7_atria"	1	-4.608232280044
"FGF17_FGFR1"	"EC14_ln|PC7_atria"	1	0
"FGF18_FGFR1"	"EC14_ln|PC7_atria"	1	-4.47393118833241
"FGF19_FGFR1"	"EC14_ln|PC7_atria"	1	0
"FGF6_FGFR1"	"EC14_ln|PC7_atria"	1	0
"FGF10_FGFR1"	"EC14_ln|PC7_atria"	1	-4.608232280044
"FGF2_FGFR2"	"EC14_ln|PC7_atria"	1	-5.87832144341175
"FGF1_FGFR2"	"EC14_ln|PC7_atria"	1	-7.15842936260448
"CD44_FGFR2"	"EC14_ln|PC7_atria"	1	-5.38082178394093
"FGF17_FGFR2"	"EC14_ln|PC7_atria"	1	0
"FGF18_FGFR2"	"EC14_ln|PC7_atria"	1	-6.64385618977472
"FGF6_FGFR2"	"EC14_ln|PC7_atria"	1	0
"FGF5_FGFR2"	"EC14_ln|PC7_atria"	1	0
"FGF7_FGFR2"	"EC14_ln|PC7_atria"	1	-7.15842936260448
"FGF10_FGFR2"	"EC14_ln|PC7_atria"	1	-7.15842936260448
"TIMP1_FGFR2"	"EC14_ln|PC7_atria"	1	0.898401859992193
"TFF1_FGFR2"	"EC14_ln|PC7_atria"	1	0
"ROS1_FGFR2"	"EC14_ln|PC7_atria"	1	0
"FGFR1_FGFR2"	"EC14_ln|PC7_atria"	1	-3.38082178394093
"FGF2_FGFR3"	"EC14_ln|PC7_atria"	1	-5.96578428466209
"FGF1_FGFR3"	"EC14_ln|PC7_atria"	1	-7.38082178394093
"FGF17_FGFR3"	"EC14_ln|PC7_atria"	1	0
"FGF18_FGFR3"	"EC14_ln|PC7_atria"	1	-6.79585928321977
"FGF6_FGFR3"	"EC14_ln|PC7_atria"	1	0
"FGF5_FGFR3"	"EC14_ln|PC7_atria"	1	0
"FGF7_FGFR3"	"EC14_ln|PC7_atria"	1	-7.38082178394093
"FGFR2_FGFR3"	"EC14_ln|PC7_atria"	1	-7.38082178394093
"FGF2_FGFRL1"	"EC14_ln|PC7_atria"	1	-6.05889368905357
"SPP1_CCR8"	"EC14_ln|PC7_atria"	1	0
"CCL4_CCR8"	"EC14_ln|PC7_atria"	1	0
"CCL16_CCR8"	"EC14_ln|PC7_atria"	1	0
"CCL1_CCR8"	"EC14_ln|PC7_atria"	1	0
"SPP1_PTGER4"	"EC14_ln|PC7_atria"	1	0
"FGF1_TGFBR3"	"EC14_ln|PC7_atria"	1	-3.38082178394093
"TGFB1_TGFBR3"	"EC14_ln|PC7_atria"	1e-05	-2.04692104738749
"INHA_TGFBR3"	"EC14_ln|PC7_atria"	1	0
"TGFB3_TGFBR3"	"EC14_ln|PC7_atria"	1	-2.77595972578207
"TGFB2_TGFBR3"	"EC14_ln|PC7_atria"	1e-05	-1.90508835297453
"FCER2_CR2"	"EC14_ln|PC7_atria"	1	0
"L1CAM_L1CAM"	"EC14_ln|PC7_atria"	1	0
"JAM2_JAM3"	"EC14_ln|PC7_atria"	1	-3.59074485331516
"JAM3_JAM3"	"EC14_ln|PC7_atria"	1	0
"FFAR2_BMP10"	"EC14_ln|PC7_atria"	1	0
"FFAR2_FAM3C"	"EC14_ln|PC7_atria"	1	0
"HLA-C_FAM3C"	"EC14_ln|PC7_atria"	1	0.00719550140420377
"GPR42_FAM3C"	"EC14_ln|PC7_atria"	1	0
"LAMP1_FAM3C"	"EC14_ln|PC7_atria"	0.295	-1.91593573521153
"GLRA2_FAM3C"	"EC14_ln|PC7_atria"	1	0
"KIR2DL3_FAM3C"	"EC14_ln|PC7_atria"	1	0
"CXADR_FAM3C"	"EC14_ln|PC7_atria"	1	-3.52284078881336
"PDCD1_FAM3C"	"EC14_ln|PC7_atria"	1	0
"ADGRG5_FAM3C"	"EC14_ln|PC7_atria"	1	0
"FFAR2_CCL4L2"	"EC14_ln|PC7_atria"	1	0
"GPR42_CCL4L2"	"EC14_ln|PC7_atria"	1	0
"PGRMC2_CCL4L2"	"EC14_ln|PC7_atria"	1	-4.10780328953452
"FFAR2_TNF"	"EC14_ln|PC7_atria"	1	0
"HLA-C_KIR2DL3"	"EC14_ln|PC7_atria"	1	0
