cell_states,AX,LA,LV,RA,RV,SP
FB1,22.837188344848304,9.972964854310604,25.461850405527187,2.0877140282367077,22.240162210874136,17.400120156203062
FB2,5.762392045866899,33.137382974091004,2.235285579505044,47.36192757094129,7.7581827418535445,3.7448290877422163
FB3,13.855888429752067,18.99535123966942,5.630165289256198,33.483987603305785,16.115702479338843,11.918904958677686
FB4,18.74389847054995,20.191994793361538,31.109664822648874,8.119101854864953,7.045232671656362,14.790107386918322
FB5,30.381254964257348,27.08498808578237,9.729944400317713,3.653693407466243,20.73073868149325,8.419380460683081
FB6,14.96894409937888,16.024844720496894,25.093167701863354,5.714285714285714,17.453416149068325,20.74534161490683
FB7,28.837719298245613,4.714912280701754,25.109649122807014,3.399122807017544,23.464912280701753,14.473684210526317
