"pair"	"clusters"	"pvalue"	"mean"
"COL10A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.96578428466209
"COL14A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"COL16A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"COL4A6_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL9A3_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"COL9A2_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL19A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL24A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL28A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"COL13A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"COL27A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.98850436116217
"COL22A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL26A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL21A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"COL12A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.05889368905357
"COL20A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL17A1_a10b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A6_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A5_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL1A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.38082178394093
"COL2A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL3A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.05889368905357
"COL4A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.61705613043101
"FN1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.86775220170156
"COL5A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.87832144341175
"COL1A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.0350469470992
"COL4A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.7178567712185
"COL11A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.82623293226329
"COL6A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.59074485331516
"COL6A3_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.79585928321977
"COL11A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"COL9A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"COL5A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"COL8A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL5A3_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.38082178394093
"COL8A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.77595972578207
"COL4A5_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.96578428466209
"COL15A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.21089678249862
"COL18A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3
"COL4A4_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL4A3_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.96578428466209
"COL7A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"COL10A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"COL14A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"COL16A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"COL4A6_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"COL9A3_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"COL9A2_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"COL19A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"COL24A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL28A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"COL13A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.96578428466209
"COL27A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.0350469470992
"COL22A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL26A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL21A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"COL12A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"COL20A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL17A1_a11b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A6_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A5_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL1A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.33642766458248
"COL2A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL3A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.25153876699596
"COL4A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.06491747668134
"COL5A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.44222232860507
"COL1A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.87832144341175
"COL4A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.13923579737117
"COL11A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.21089678249862
"COL6A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.04692104738749
"COL6A3_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.41119543298445
"COL11A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.62593428177746
"COL9A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.66200353648498
"COL5A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.57346686188333
"COL8A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL5A3_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.33642766458248
"COL8A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.75633091903314
"COL4A5_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.59074485331516
"COL15A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.27928375747887
"COL18A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.32192809488736
"COL4A4_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.64385618977472
"COL4A3_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.66200353648498
"COL7A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.66200353648498
"COL10A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.62593428177746
"COL14A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.55639334852439
"COL16A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.57346686188333
"COL4A6_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.68038206579984
"COL9A3_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.53951952995999
"COL9A2_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.68038206579984
"COL19A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.68038206579984
"COL24A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL28A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.66200353648498
"COL13A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.66200353648498
"COL27A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.87832144341175
"COL22A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL26A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL21A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.53951952995999
"COL12A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.50635266602479
"COL20A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL17A1_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"SEMA7A_a1b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.57346686188333
"COL6A6_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A5_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL1A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.265344566521
"COL2A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL3A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.96578428466209
"COL4A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.59946207041627
"FN1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.84684321193858
"COL5A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.79585928321977
"COL1A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.98850436116217
"COL4A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.70839644196944
"COL11A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL6A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.8059129478837
"COL6A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.57346686188333
"COL6A3_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.64385618977472
"COL11A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.15842936260448
"COL9A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL5A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"COL8A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL5A3_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.265344566521
"COL8A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.73696559416621
"COL4A5_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"COL15A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.10780328953452
"COL18A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.97709959788992
"COL4A4_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.15842936260448
"COL4A3_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"COL7A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL10A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.15842936260448
"COL14A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"COL16A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"COL4A6_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL9A3_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"COL9A2_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL19A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL24A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL28A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"COL13A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"COL27A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.01158797427521
"COL22A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL26A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL21A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"COL12A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.15842936260448
"COL20A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"COL17A1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"LAMC1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.73696559416621
"CDH1_a2b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"FN1_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.86775220170156
"LAMC1_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.77595972578207
"F2_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"VTN_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"THBS1_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.7178567712185
"FGF2_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.89969509420431
"SPP1_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.96578428466209
"FGF1_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.87832144341175
"THY1_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.05889368905357
"VWF_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0.243669080966863
"FCER2_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"MMP2_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.7178567712185
"TNC_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"L1CAM_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"PLAUR_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.35107444054688
"OMD_aVb3 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"FN1_a3b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.73696559416621
"THBS1_a3b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.96578428466209
"LAMA3_a3b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.79585928321977
"CSPG4_a3b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.01158797427521
"FN1_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.85725982788392
"SPP1_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.96578428466209
"TNC_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.96578428466209
"PLAUR_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.35107444054688
"PLA2G2A_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.68038206579984
"VCAM1_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.64385618977472
"JAM2_a4b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-0.729770092762002
"FN1_a5b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.59946207041627
"CD40LG_a5b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.05889368905357
"L1CAM_a5b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.92139016530363
"PLA2G2A_a5b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.92139016530363
"FBN1_a5b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.98850436116217
"FN1_a8b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.76611193982572
"TNC_a8b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"FN1_aVb1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.64385618977472
"VTN_aVb1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.265344566521
"FN1_aVb5 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.74661576419993
"LAMC1_a6b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.68965987938785
"LAMC1_a7b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.12029423371771
"CDH1_aEb7 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"SPP1_a9b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"TNC_a9b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.38082178394093
"VCAM1_a9b1 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.57346686188333
"THY1_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.92139016530363
"FCER2_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"ICAM1_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.44222232860507
"F10_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.265344566521
"C3_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"GP1BA_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"JAM3_aMb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.38082178394093
"TNC_aVb6 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.15842936260448
"TGFB1_aVb6 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.33642766458248
"ACVL1_BMPR2_BMP10"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVL1_BMPR2_GDF2"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVR1_BMPR2_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"ACVR_1A2A receptor_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.50635266602479
"ACVR_1A2B receptor_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"BMPR1A_BMPR2_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"BMPR1B_BMPR2_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-9.96578428466209
"BMR1A_ACR2A_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"BMR1A_AVR2B_BMP7"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"ACVR1_BMPR2_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.92139016530363
"ACVR_1A2A receptor_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.87832144341175
"ACVR_1A2B receptor_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"BMPR1A_BMPR2_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.44222232860507
"BMPR1B_BMPR2_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"BMR1A_ACR2A_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.44222232860507
"BMR1A_AVR2B_BMP5"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"ACVR1_BMPR2_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"ACVR_1A2A receptor_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.50635266602479
"ACVR_1A2B receptor_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"BMPR1A_BMPR2_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"BMPR1B_BMPR2_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-9.96578428466209
"BMR1A_ACR2A_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"BMR1A_AVR2B_BMP6"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.79585928321977
"ACVR1_BMPR2_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVR_1A2A receptor_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVR_1A2B receptor_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1A_BMPR2_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1B_BMPR2_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_ACR2A_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_AVR2B_BMP8A"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVR_1A2A receptor_INHBA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.38082178394093
"ACVR_1A2B receptor_INHBA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"ACVR_1B2A receptor_INHBA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"ACVR_1B2B receptor_INHBA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"ACVR_1C2A receptor_INHBA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"ACVR_1C2B receptor_INHBA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-8.38082178394093
"ACVR_1A2A receptor_INHBB"	"SKM2_EC_art|SKM5_mesenchymal"	1	-4.64385618977472
"ACVR_1A2B receptor_INHBB"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.21089678249862
"ACVR_1B2A receptor_INHBB"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.10780328953452
"ACVR_1B2B receptor_INHBB"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.21089678249862
"ACVR_1C2A receptor_INHBB"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.64385618977472
"ACVR_1C2B receptor_INHBB"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.64385618977472
"BMPR1A_BMPR2_BMP2"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"BMPR1B_BMPR2_BMP2"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.50635266602479
"BMR1A_ACR2A_BMP2"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"BMR1A_AVR2B_BMP2"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.7178567712185
"BMPR1A_BMPR2_BMP4"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.44222232860507
"BMPR1B_BMPR2_BMP4"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"BMR1A_ACR2A_BMP4"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.44222232860507
"BMR1A_AVR2B_BMP4"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"BMPR1A_BMPR2_GDF5"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1B_BMPR2_GDF5"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_ACR2A_GDF5"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_AVR2B_GDF5"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1A_BMPR2_GDF6"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1B_BMPR2_GDF6"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_ACR2A_GDF6"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_AVR2B_GDF6"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1A_BMPR2_GDF7"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1B_BMPR2_GDF7"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_ACR2A_GDF7"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMR1A_AVR2B_GDF7"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1B_BMPR2_BMP15"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"BMPR1B_BMPR2_BMPR1A"	"SKM2_EC_art|SKM5_mesenchymal"	1	-7.64385618977472
"ACVR_1B2A receptor_MSTN"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"ACVR_1B2B receptor_MSTN"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"ACVR_1B2A receptor_GDF11"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.15842936260448
"ACVR_1B2B receptor_GDF11"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.38082178394093
"ACVR_1B2A receptor_BMP3"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.265344566521
"ACVR_1B2B receptor_GDF1"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVR_1B2B receptor_GDF10"	"SKM2_EC_art|SKM5_mesenchymal"	1	0
"ACVR_1B2B receptor_GDF3"	"SKM2_EC_art|SKM5_mesenchymal"	1	-6.64385618977472
"ICAM1_aLb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.46593839757888
"ICAM2_aLb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	1.37239496523802
"ICAM3_aLb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-3.98850436116217
"ICAM4_aLb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-5.57346686188333
"F11R_aLb2 complex"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.98850436116217
"FLT1 complex_VEGFA"	"SKM2_EC_art|SKM5_mesenchymal"	1	-2.68038206579984
