"pair"	"clusters"	"pvalue"	"mean"
"FGF2_FGFRL1"	"SKM0_SMC|SKM0_SMC"	1	-6.96578428466209
"SPP1_PTGER4"	"SKM0_SMC|SKM0_SMC"	1	-6.50635266602479
"FGF1_TGFBR3"	"SKM0_SMC|SKM0_SMC"	1	-3.73696559416621
"TGFB1_TGFBR3"	"SKM0_SMC|SKM0_SMC"	1	-4.0350469470992
"INHA_TGFBR3"	"SKM0_SMC|SKM0_SMC"	1	-4.7178567712185
"TGFB3_TGFBR3"	"SKM0_SMC|SKM0_SMC"	1	-3.33642766458248
"TGFB2_TGFBR3"	"SKM0_SMC|SKM0_SMC"	1	-4.05889368905357
"FCER2_CR2"	"SKM0_SMC|SKM0_SMC"	1	0
"L1CAM_L1CAM"	"SKM0_SMC|SKM0_SMC"	1	0
"JAM2_JAM3"	"SKM0_SMC|SKM0_SMC"	1	-4.01158797427521
"JAM3_JAM3"	"SKM0_SMC|SKM0_SMC"	1e-05	-3.12029423371771
"FFAR2_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	0
"HLA-C_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	-0.590744853315162
"GPR42_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	-3.45798964446339
"LAMP1_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	-1.65744525452268
"CXADR_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	-3.45798964446339
"PDCD1_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	0
"ADGRG5_FAM3C"	"SKM0_SMC|SKM0_SMC"	1	0
"FFAR2_CCL4L2"	"SKM0_SMC|SKM0_SMC"	1	0
"GPR42_CCL4L2"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"PGRMC2_CCL4L2"	"SKM0_SMC|SKM0_SMC"	1	-3.22431729826094
"FFAR2_TNF"	"SKM0_SMC|SKM0_SMC"	1	0
"HLA-C_KIR2DL1"	"SKM0_SMC|SKM0_SMC"	1	0
"GPR42_ADIPOQ"	"SKM0_SMC|SKM0_SMC"	1	0
"ASGR2_ADIPOQ"	"SKM0_SMC|SKM0_SMC"	1	0
"CNR2_ADIPOQ"	"SKM0_SMC|SKM0_SMC"	1	0
"LAMP1_VSTM1"	"SKM0_SMC|SKM0_SMC"	1	-2.1456053222469
"CXCR3_CXCL9"	"SKM0_SMC|SKM0_SMC"	1	0
"DPP4_CXCL9"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"FCGR2A_CXCL9"	"SKM0_SMC|SKM0_SMC"	1	-4.75633091903314
"PDCD1_CD274"	"SKM0_SMC|SKM0_SMC"	1	0
"CD80_CD274"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"PDCD1_PDCD1LG2"	"SKM0_SMC|SKM0_SMC"	1	0
"EGFR_CNTF"	"SKM0_SMC|SKM0_SMC"	1	0
"EGFR_NRG1"	"SKM0_SMC|SKM0_SMC"	1	-4.35107444054688
"HLA-DPB1_NRG1"	"SKM0_SMC|SKM0_SMC"	1	-3.608232280044
"ADGRL1_NRG1"	"SKM0_SMC|SKM0_SMC"	1	-7.64385618977472
"EGF_NRG1"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"ERBB3_NRG1"	"SKM0_SMC|SKM0_SMC"	1	0
"EGFR_EGF"	"SKM0_SMC|SKM0_SMC"	1	-4.32192809488736
"EGFR_TGFA"	"SKM0_SMC|SKM0_SMC"	1	-4.32192809488736
"EGFR_TGFB1"	"SKM0_SMC|SKM0_SMC"	1	-3.79585928321977
"EGFR_MIF"	"SKM0_SMC|SKM0_SMC"	1	-0.948975996975533
"CD74_MIF"	"SKM0_SMC|SKM0_SMC"	1	-0.664288089679538
"EGFR_AREG"	"SKM0_SMC|SKM0_SMC"	1	-4.13289427049735
"ICAM1_AREG"	"SKM0_SMC|SKM0_SMC"	1	-5.7178567712185
"EGFR_GRN"	"SKM0_SMC|SKM0_SMC"	1	-2.66200353648498
"TNFRSF1A_GRN"	"SKM0_SMC|SKM0_SMC"	1	-2.36587144247496
"NTRK1_GRN"	"SKM0_SMC|SKM0_SMC"	1	0
"TNFRSF1B_GRN"	"SKM0_SMC|SKM0_SMC"	1	-3.12029423371771
"EGFR_BTC"	"SKM0_SMC|SKM0_SMC"	1	-4.05889368905357
"ERBB3_BTC"	"SKM0_SMC|SKM0_SMC"	1	0
"EGFR_COPA"	"SKM0_SMC|SKM0_SMC"	1	-3.0350469470992
"CD74_COPA"	"SKM0_SMC|SKM0_SMC"	1	-2.08926733809709
"NTRK1_COPA"	"SKM0_SMC|SKM0_SMC"	1	0
"EGFR_HBEGF"	"SKM0_SMC|SKM0_SMC"	1	-3.94341647163363
"CD44_HBEGF"	"SKM0_SMC|SKM0_SMC"	1	-3.39592867633114
"ERBB4_HBEGF"	"SKM0_SMC|SKM0_SMC"	1	-5.21089678249862
"HLA-DPB1_TNFSF13B"	"SKM0_SMC|SKM0_SMC"	1	-3.57346686188333
"TNFRSF13B_TNFSF13B"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"TFRC_TNFSF13B"	"SKM0_SMC|SKM0_SMC"	1	-6.265344566521
"CD40_TNFSF13B"	"SKM0_SMC|SKM0_SMC"	1	-4.50635266602479
"TNFRSF17_TNFSF13B"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"TNFRSF13C_TNFSF13B"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"CD74_APP"	"SKM0_SMC|SKM0_SMC"	1	-1.07400058144378
"ICAM1_SPN"	"SKM0_SMC|SKM0_SMC"	1	0
"ICAM1_ITGAL"	"SKM0_SMC|SKM0_SMC"	1	-6.64385618977472
"TNFRSF1A_FASLG"	"SKM0_SMC|SKM0_SMC"	1	0
"TNFRSF10B_FASLG"	"SKM0_SMC|SKM0_SMC"	1	0
"FAS_FASLG"	"SKM0_SMC|SKM0_SMC"	1	0
"NTRK1_NTF3"	"SKM0_SMC|SKM0_SMC"	1	0
"NGFR_NTF3"	"SKM0_SMC|SKM0_SMC"	1	-3.50635266602479
"NTRK1_GPI"	"SKM0_SMC|SKM0_SMC"	1	0
"NTRK1_NAMPT"	"SKM0_SMC|SKM0_SMC"	1	0
"ADORA2A_NAMPT"	"SKM0_SMC|SKM0_SMC"	1	0
"NTRK1_AIMP1"	"SKM0_SMC|SKM0_SMC"	1	0
"CD44_SELE"	"SKM0_SMC|SKM0_SMC"	1	-3.62593428177746
"CEACAM1_SELE"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"ERBB4_NRG4"	"SKM0_SMC|SKM0_SMC"	1	-6.38082178394093
"NRP1_VEGFA"	"SKM0_SMC|SKM0_SMC"	1	-3.44222232860507
"NRP2_VEGFA"	"SKM0_SMC|SKM0_SMC"	1	-5.15842936260448
"NRP1_PGF"	"SKM0_SMC|SKM0_SMC"	1e-05	-1.40736357139342
"NRP2_PGF"	"SKM0_SMC|SKM0_SMC"	1	-1.68038206579984
"FLT1_PGF"	"SKM0_SMC|SKM0_SMC"	1	-1.64385618977472
"NRP1_VEGFB"	"SKM0_SMC|SKM0_SMC"	1	-2.96578428466209
"FLT1_VEGFB"	"SKM0_SMC|SKM0_SMC"	1	-3.81603716515741
"ADRB2_VEGFB"	"SKM0_SMC|SKM0_SMC"	1	-3.83650126771712
"NRP1_SEMA3A"	"SKM0_SMC|SKM0_SMC"	1	0
"NRP2_SEMA3F"	"SKM0_SMC|SKM0_SMC"	1	-7.64385618977472
"NRP2_SEMA3C"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"CCL4L2_VSIR"	"SKM0_SMC|SKM0_SMC"	1	-2.96578428466209
"TNF_VSIR"	"SKM0_SMC|SKM0_SMC"	1	-2.96578428466209
"HLA-F_LILRB2"	"SKM0_SMC|SKM0_SMC"	1	-4.13289427049735
"CD1D_LILRB2"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"HLA-G_LILRB2"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"HLA-F_LILRB1"	"SKM0_SMC|SKM0_SMC"	1	-4.13289427049735
"HLA-G_LILRB1"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"CCL4_CCR5"	"SKM0_SMC|SKM0_SMC"	1	-5.50635266602479
"CCL3_CCR5"	"SKM0_SMC|SKM0_SMC"	1	-5.57346686188333
"CCL5_CCR5"	"SKM0_SMC|SKM0_SMC"	1	-7.15842936260448
"CCL4_SLC7A1"	"SKM0_SMC|SKM0_SMC"	1	-5.05889368905357
"CSF1_SLC7A1"	"SKM0_SMC|SKM0_SMC"	1	-4.68038206579984
"CCL4_CNR2"	"SKM0_SMC|SKM0_SMC"	1	-5.50635266602479
"CCL4_GPRC5D"	"SKM0_SMC|SKM0_SMC"	1	0
"IGF2_IDE"	"SKM0_SMC|SKM0_SMC"	1	-6.64385618977472
"CCL3_IDE"	"SKM0_SMC|SKM0_SMC"	1	-5.01158797427521
"IAPP_IDE"	"SKM0_SMC|SKM0_SMC"	1	0
"IGF2_IGF1R"	"SKM0_SMC|SKM0_SMC"	1	-5.50635266602479
"IGF1_IGF1R"	"SKM0_SMC|SKM0_SMC"	1	-5.38082178394093
"IGF2_IGF2R"	"SKM0_SMC|SKM0_SMC"	1	-4.87832144341175
"BDNF_NTRK2"	"SKM0_SMC|SKM0_SMC"	1	-0.701341684435485
"NTF3_NTRK2"	"SKM0_SMC|SKM0_SMC"	1e-05	-0.524915117051217
"BDNF_SORT1"	"SKM0_SMC|SKM0_SMC"	1	-2.93236128312464
"GRN_SORT1"	"SKM0_SMC|SKM0_SMC"	0.98	-2.07096652135414
"COPA_SORT1"	"SKM0_SMC|SKM0_SMC"	1e-05	-2.30757280191029
"BDNF_F11R"	"SKM0_SMC|SKM0_SMC"	1	-7.64385618977472
"ADIPOQ_CD200R1"	"SKM0_SMC|SKM0_SMC"	1	0
"CD200_CD200R1"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"ADIPOQ_CLEC2D"	"SKM0_SMC|SKM0_SMC"	1	0
"KLRB1_CLEC2D"	"SKM0_SMC|SKM0_SMC"	1	-6.96578428466209
"FAM3C_CLEC2D"	"SKM0_SMC|SKM0_SMC"	1	-3.35107444054688
"TNF_DAG1"	"SKM0_SMC|SKM0_SMC"	1	-4.0350469470992
"LGALS9_DAG1"	"SKM0_SMC|SKM0_SMC"	1	-4.01158797427521
"TNF_NOTCH1"	"SKM0_SMC|SKM0_SMC"	1	-5.64385618977472
"DLL1_NOTCH1"	"SKM0_SMC|SKM0_SMC"	1	-5.50635266602479
"TNF_SEMA4C"	"SKM0_SMC|SKM0_SMC"	1	-4.608232280044
"PLXNB2_SEMA4C"	"SKM0_SMC|SKM0_SMC"	1	-3.66200353648498
"TNF_FLT4"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"VEGFD_FLT4"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"TNF_ICOS"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"ICOSLG_ICOS"	"SKM0_SMC|SKM0_SMC"	1	-7.64385618977472
"TNF_TNFRSF1A"	"SKM0_SMC|SKM0_SMC"	1	-3.50635266602479
"LTA_TNFRSF1A"	"SKM0_SMC|SKM0_SMC"	1	-3.53951952995999
"TNFSF13_TNFRSF1A"	"SKM0_SMC|SKM0_SMC"	1	0
"TNF_FAS"	"SKM0_SMC|SKM0_SMC"	1	-3.7178567712185
"TNFSF13_FAS"	"SKM0_SMC|SKM0_SMC"	1	0
"TNF_TNFRSF1B"	"SKM0_SMC|SKM0_SMC"	1	-6.79585928321977
"LTA_TNFRSF1B"	"SKM0_SMC|SKM0_SMC"	1	-7.15842936260448
"TNF_RIPK1"	"SKM0_SMC|SKM0_SMC"	1	-5.50635266602479
"LTA_RIPK1"	"SKM0_SMC|SKM0_SMC"	1	-5.7178567712185
"TNFSF10_RIPK1"	"SKM0_SMC|SKM0_SMC"	1	-5.05889368905357
"TNF_PTPRS"	"SKM0_SMC|SKM0_SMC"	1	-6.38082178394093
"PTN_PTPRS"	"SKM0_SMC|SKM0_SMC"	1	-1.06491747668134
"TNF_CELSR2"	"SKM0_SMC|SKM0_SMC"	1	-7.64385618977472
"CXCR3_CCL19"	"SKM0_SMC|SKM0_SMC"	1	-5.7178567712185
"CCRL2_CCL19"	"SKM0_SMC|SKM0_SMC"	1	-5.57346686188333
"CCR7_CCL19"	"SKM0_SMC|SKM0_SMC"	1	-5.57346686188333
"CXCR3_CCL20"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"CCR6_CCL20"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"DPP4_CCL11"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"ACKR2_CCL11"	"SKM0_SMC|SKM0_SMC"	1	0
"CCR2_CCL11"	"SKM0_SMC|SKM0_SMC"	1	0
"DPP4_CXCL12"	"SKM0_SMC|SKM0_SMC"	1	-2.19759995988516
"ACKR3_CXCL12"	"SKM0_SMC|SKM0_SMC"	1	-1.89969509420431
"TNFRSF13B_TNFSF13"	"SKM0_SMC|SKM0_SMC"	1	0
"TNFRSF13B_CD70"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"CD27_CD70"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"CD40_CD40LG"	"SKM0_SMC|SKM0_SMC"	1	-4.53951952995999
"CD40_INSL3"	"SKM0_SMC|SKM0_SMC"	1	-4.57346686188333
"HLA-DQB2_PRL"	"SKM0_SMC|SKM0_SMC"	1	0
"HLA-DRB1_OGN"	"SKM0_SMC|SKM0_SMC"	1	-2.32915966411844
"NGFR_BDNF"	"SKM0_SMC|SKM0_SMC"	1	-6.96578428466209
"NCAM1_BDNF"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"NCAM1_GDNF"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"NOTCH2_IL24"	"SKM0_SMC|SKM0_SMC"	1	0
"NOTCH2_DLL4"	"SKM0_SMC|SKM0_SMC"	1	-4.83650126771712
"NOTCH1_DLL4"	"SKM0_SMC|SKM0_SMC"	1	-5.64385618977472
"NOTCH4_DLL4"	"SKM0_SMC|SKM0_SMC"	1	-5.79585928321977
"NOTCH2_DLL3"	"SKM0_SMC|SKM0_SMC"	1	0
"NOTCH1_DLL3"	"SKM0_SMC|SKM0_SMC"	1	0
"NOTCH4_DLL3"	"SKM0_SMC|SKM0_SMC"	1	0
"NOTCH2_JAG2"	"SKM0_SMC|SKM0_SMC"	1	-4.96578428466209
"NOTCH1_JAG2"	"SKM0_SMC|SKM0_SMC"	1	-5.79585928321977
"NOTCH4_JAG2"	"SKM0_SMC|SKM0_SMC"	1	-5.96578428466209
"NOTCH3_JAG2"	"SKM0_SMC|SKM0_SMC"	1	-0.479954975960182
"NOTCH1_WNT4"	"SKM0_SMC|SKM0_SMC"	1	0
"FZD6_WNT4"	"SKM0_SMC|SKM0_SMC"	1	0
"NOTCH1_JAG1"	"SKM0_SMC|SKM0_SMC"	1	-1.85725982788392
"CD46_JAG1"	"SKM0_SMC|SKM0_SMC"	1e-05	-1.37332724739401
"NOTCH1_NOV"	"SKM0_SMC|SKM0_SMC"	1	-3.47393118833241
"NOTCH1_DLK1"	"SKM0_SMC|SKM0_SMC"	1	-4.7178567712185
"FZD9_WNT7A"	"SKM0_SMC|SKM0_SMC"	1	0
"FZD9_WNT2"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"CCL16_CCR2"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL2_CCR2"	"SKM0_SMC|SKM0_SMC"	1	0.635057829725214
"CCL3_CCR3"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL5_CCR3"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL3L1_CCR3"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL11_CCR3"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL16_CCR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL3_CCR1"	"SKM0_SMC|SKM0_SMC"	1	-5.50635266602479
"CCL5_CCR1"	"SKM0_SMC|SKM0_SMC"	1	-6.96578428466209
"CCL3L1_CCR1"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"CCL16_HRH4"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL2_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	0.67626740826589
"CCL5_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	-4.23786383009889
"PF4_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	-4.44222232860507
"CXCL1_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	-4.265344566521
"CXCL8_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	-3.94341647163363
"CXCL5_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL8_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	-3.10780328953451
"CCL7_ACKR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL2_CCR10"	"SKM0_SMC|SKM0_SMC"	1	0.668119124686432
"CCL5_ACKR4"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL11_ACKR4"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL21_ACKR4"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL13_ACKR4"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL19_ACKR4"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL5_CCR4"	"SKM0_SMC|SKM0_SMC"	1	-7.15842936260448
"CCL22_CCR4"	"SKM0_SMC|SKM0_SMC"	1	0
"CCL3L1_DPP4"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"CCL22_DPP4"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"CXCL11_DPP4"	"SKM0_SMC|SKM0_SMC"	1	0
"VIP_DPP4"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL10_DPP4"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"PYY_DPP4"	"SKM0_SMC|SKM0_SMC"	1	0
"NPPB_DPP4"	"SKM0_SMC|SKM0_SMC"	1	0
"ADCYAP1_DPP4"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL2_DPP4"	"SKM0_SMC|SKM0_SMC"	1	-3.12029423371771
"PF4_CXCR3"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"CXCL11_CXCR3"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL10_CXCR3"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"CXCL12_CXCR3"	"SKM0_SMC|SKM0_SMC"	1	-2.20423305221761
"CXCL1_CXCR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL8_CXCR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL2_CXCR1"	"SKM0_SMC|SKM0_SMC"	1	0
"PPBP_CXCR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL3_CXCR1"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL1_CXCR2"	"SKM0_SMC|SKM0_SMC"	1	-7.15842936260448
"CXCL8_CXCR2"	"SKM0_SMC|SKM0_SMC"	1	-5.64385618977472
"CXCL2_CXCR2"	"SKM0_SMC|SKM0_SMC"	1	-3.13289427049735
"PPBP_CXCR2"	"SKM0_SMC|SKM0_SMC"	1	0
"CXCL3_CXCR2"	"SKM0_SMC|SKM0_SMC"	1	-6.38082178394093
"IAPP_CALCR"	"SKM0_SMC|SKM0_SMC"	1	0
"CALCA_CALCR"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"CALCA_CALCR"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"CALCB_CALCR"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"CCL21_CCR7"	"SKM0_SMC|SKM0_SMC"	1	-7.15842936260448
"CXCL13_CXCR5"	"SKM0_SMC|SKM0_SMC"	1	-8.38082178394093
"CXCL11_ACKR3"	"SKM0_SMC|SKM0_SMC"	1	0
"VIP_AVPR1A"	"SKM0_SMC|SKM0_SMC"	1	0
"VIP_VIPR1"	"SKM0_SMC|SKM0_SMC"	1	0
"ADCYAP1_VIPR1"	"SKM0_SMC|SKM0_SMC"	1	0
"SCT_VIPR1"	"SKM0_SMC|SKM0_SMC"	1	-6.38082178394093
"VIP_VIPR2"	"SKM0_SMC|SKM0_SMC"	1	0
"ADCYAP1_VIPR2"	"SKM0_SMC|SKM0_SMC"	1	0
"PYY_NPY5R"	"SKM0_SMC|SKM0_SMC"	1	0
"PYY_NPY1R"	"SKM0_SMC|SKM0_SMC"	1	0
"NPPB_NPR3"	"SKM0_SMC|SKM0_SMC"	1	0
"NPPA_NPR3"	"SKM0_SMC|SKM0_SMC"	1	-9.96578428466209
"NPPB_NPR2"	"SKM0_SMC|SKM0_SMC"	1	0
"NPPA_NPR2"	"SKM0_SMC|SKM0_SMC"	1	-7.64385618977472
"ADCYAP1_ADCYAP1R1"	"SKM0_SMC|SKM0_SMC"	1	0
"LGALS9_MET"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"LGALS9_LRP1"	"SKM0_SMC|SKM0_SMC"	1	-4.50635266602479
"PDGFB_LRP1"	"SKM0_SMC|SKM0_SMC"	1	-4.29335894269059
"MDK_LRP1"	"SKM0_SMC|SKM0_SMC"	1	-4.21089678249862
"LGALS9_CD47"	"SKM0_SMC|SKM0_SMC"	1	-3.36587144247496
"SIRPA_CD47"	"SKM0_SMC|SKM0_SMC"	1	-3.36587144247496
"LGALS9_PTPRK"	"SKM0_SMC|SKM0_SMC"	1	-3.87832144341175
"BMP7_PTPRK"	"SKM0_SMC|SKM0_SMC"	1	-3.94341647163363
"WNT5A_PTPRK"	"SKM0_SMC|SKM0_SMC"	1	-3.94341647163363
"LGALS9_SLC1A5"	"SKM0_SMC|SKM0_SMC"	1	-5.79585928321977
"LGALS9_COLEC12"	"SKM0_SMC|SKM0_SMC"	1	-6.79585928321977
"LGALS9_HAVCR2"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"LGALS9_SORL1"	"SKM0_SMC|SKM0_SMC"	1	-4.7178567712185
"MDK_SORL1"	"SKM0_SMC|SKM0_SMC"	1	-4.38082178394093
"WISP3_SORL1"	"SKM0_SMC|SKM0_SMC"	1	0
"LGALS9_MRC2"	"SKM0_SMC|SKM0_SMC"	1	-7.96578428466209
"CER1_MRC2"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"PDGFB_PDGFRB"	"SKM0_SMC|SKM0_SMC"	1	-1.29689930039584
"PDGFB_PDGFRA"	"SKM0_SMC|SKM0_SMC"	1	-6.38082178394093
"PDGFA_PDGFRA"	"SKM0_SMC|SKM0_SMC"	1	-2.29335894269059
"PDGFB_ADGRV1"	"SKM0_SMC|SKM0_SMC"	1	-6.64385618977472
"XCL1_ADGRV1"	"SKM0_SMC|SKM0_SMC"	1	-8.96578428466209
"MDK_PTPRZ1"	"SKM0_SMC|SKM0_SMC"	1	0
"PTN_PTPRZ1"	"SKM0_SMC|SKM0_SMC"	1	0
