stage,factors,n_factors,youth_restoration_pct_excl,youth_restoration_pct_incl,empirical_clock_rev_yr_excl,empirical_clock_rev_yr_incl,senmayo_shift_excl,senmayo_shift_incl,GJA1_shift,SCN5A_shift,KCNJ2_shift,KCNH2_shift,KCNQ1_shift,CACNA1C_shift,ATP2A2_shift,RYR2_shift,latent_mahalanobis_dist,provenance,stage_rank
Stage3_Quads,REL+YY1+JUND+NFIC,4,3.0478,3.057,0.2289,0.2165,0.0005,0.0005,-0.00316,0.00833,-0.00138,0.00508,0.00146,0.0581,0.0134,0.00107,0.1306,COMPUTED_HCA_5307_vCM_RIDGE_GRN,200.0
Stage3_Quads,CTCF+YY1+JUND+SP3,4,2.9812,3.008,0.2429,0.2388,0.00186,0.00186,-0.00211,0.05186,-0.00585,0.00029,-0.00037,0.0968,0.00716,9e-05,0.1168,COMPUTED_HCA_5307_vCM_RIDGE_GRN,201.0
Stage3_Quads,REL+YY1+SP3+NFIC,4,2.9691,2.987,0.2543,0.2392,-0.00216,-0.00216,-0.00402,0.02,-0.0056,0.00656,0.00431,0.05933,0.00606,0.00353,0.1494,COMPUTED_HCA_5307_vCM_RIDGE_GRN,202.0
Stage3_Quads,CTCF+YY1+SP3+NFIC,4,2.9674,2.9877,0.2874,0.2712,-0.00171,-0.00171,-0.00138,0.06467,-0.00559,0.00265,0.00447,0.09422,0.00304,0.00361,0.1332,COMPUTED_HCA_5307_vCM_RIDGE_GRN,203.0
Stage3_Quads,HIF1A+JUND+SP3+NFIC,4,2.9653,3.0531,0.2229,0.2424,0.00046,0.00046,0.00109,0.0094,-0.00544,0.00221,0.00734,0.04632,-0.00555,0.00573,0.1273,COMPUTED_HCA_5307_vCM_RIDGE_GRN,204.0
Stage3_Quads,REL+YY1+JUND+SP3,4,2.9601,2.9844,0.2071,0.2041,0.00143,0.00143,-0.00475,0.00608,-0.00585,0.00421,-0.00054,0.06084,0.01018,1e-05,0.128,COMPUTED_HCA_5307_vCM_RIDGE_GRN,205.0
Stage3_Quads,CREB1+YY1+JUND+NFIC,4,2.9288,2.9669,0.1272,0.1127,0.00298,0.00298,-0.00416,0.01617,-0.001,0.00211,0.00223,0.04825,0.01967,0.00318,0.1226,COMPUTED_HCA_5307_vCM_RIDGE_GRN,206.0
Stage3_Quads,CREB1+YY1+JUND+SP3,4,2.8637,2.9169,0.1062,0.1012,0.00386,0.00386,-0.00581,0.01398,-0.00581,0.00127,0.00029,0.05102,0.01546,0.00217,0.1212,COMPUTED_HCA_5307_vCM_RIDGE_GRN,207.0
Stage3_Quads,REL+JUND+SP3+NFIC,4,2.8448,2.8632,0.2104,0.2053,-0.0003,-0.0003,-0.00191,-0.0008,-0.00568,0.0054,0.00275,0.02484,0.00248,0.00234,0.1352,COMPUTED_HCA_5307_vCM_RIDGE_GRN,208.0
Stage3_Quads,CREB1+JUND+SP3+NFIC,4,2.8261,2.8734,0.1069,0.0997,0.00228,0.00228,-0.00311,0.00646,-0.00564,0.00248,0.00358,0.01306,0.00909,0.0045,0.1246,COMPUTED_HCA_5307_vCM_RIDGE_GRN,209.0
Stage3_Quads,YY1+JUND+SP3+NFIC,4,2.3654,2.3828,0.1656,0.1541,0.00049,0.00049,-0.00296,0.00943,-0.00568,0.00148,0.00273,0.04584,-0.00114,0.00234,0.1158,COMPUTED_HCA_5307_vCM_RIDGE_GRN,210.0
Stage3_Tracked_NL101,SIRT1+SIRT6+GATA4+ZBTB16,4,-0.0572,0.0157,-0.0698,-0.1017,0.0018,0.0018,0.00933,-0.002,-0.0002,0.00289,-0.0056,0.00544,0.04631,-0.00403,0.1388,COMPUTED_HCA_5307_vCM_RIDGE_GRN,211.0
