source,target,coef
AC097634.1,AL135818.2,0.1922479586597768
AC097634.1,AL035661.1,0.19224795865977737
EIF4E3,ZBTB20,0.12192467161186336
EIF4E3,DDX17,0.12328141436091032
EIF4E3,N4BP2L2,0.12615163275843175
EIF4E3,TXNIP,0.12697210658364103
EIF4E3,CFLAR,0.13484556117523855
GPR27,BX323046.1,0.14404877952983397
GPR27,TAT,0.14404877952983403
GPR27,LILRB2,0.14578317072619654
GPR27,HIST3H2BB,0.16917076692094313
GPR27,AC010636.2,0.1921568171584757
PROK2,CLEC4E,0.1613651507438947
PROK2,CXCR2,0.18233895259813712
PROK2,FPR2,0.18597175148590103
PROK2,PHOSPHO1,0.32405048732170416
PROK2,CXCR1,0.47573847888263593
LINC00877,AQP9,0.15076995632948903
LINC00877,COTL1,0.15379898004833087
LINC00877,MS4A7,0.15888923457912318
LINC00877,CTSS,0.15946901084255252
LINC00877,TWISTNB,0.1772230529325693
LINC00870,LINC02115,0.15574154140425062
LINC00870,ADM2,0.15790195558835632
LINC00870,AC092681.3,0.16642075471253379
LINC00870,AL157955.1,0.16642075471253406
LINC00870,AC108210.1,0.22343346355136698
RYBP,MT-ND1,0.18933229500238608
RYBP,HNRNPA2B1,0.19232385251395603
RYBP,GNAS,0.19394765802564606
RYBP,SDCBP,0.19799184515725993
RYBP,TPT1,0.20345102899119166
AC104435.2,UGT2B10,0.13917361894802927
AC104435.2,AC016382.1,0.15574154140425117
AC104435.2,LINC01077,0.15574154140425117
AC104435.2,AC012668.2,0.1557415414042512
AC104435.2,AC098934.4,0.17999730593003535
SHQ1,MAGI1,0.15944076133389334
SHQ1,NEXN,0.16249795497571617
SHQ1,PDE4DIP,0.16306099332788684
SHQ1,PLEKHA5,0.16661645690489965
SHQ1,LAMA2,0.1675014093784018
GXYLT2,FN1,0.2752469149176854
GXYLT2,MIR99AHG,0.2779080263718644
GXYLT2,ZBTB20,0.2803109190733569
GXYLT2,LAMA2,0.2855992011886347
GXYLT2,PRICKLE1,0.2925882936146033
PPP4R2,QKI,0.29540911564071276
PPP4R2,TTN,0.29790636354416344
PPP4R2,MLIP,0.298708870484633
PPP4R2,PDE4DIP,0.3003860308026454
PPP4R2,ABLIM1,0.30283969794087245
EBLN2,MCL1,0.14081567791297145
EBLN2,RPS9,0.14279653909268986
EBLN2,H3F3A,0.1439273698162117
EBLN2,HLA-DRB5,0.14429434556184312
EBLN2,HLA-C,0.1524881234421295
PDZRN3,SGCD,0.6958532908202774
PDZRN3,ABLIM1,0.6962445062753264
PDZRN3,FGF12,0.705220796412014
PDZRN3,RYR2,0.7090834692531586
PDZRN3,CTNNA3,0.7179098741647488
PDZRN3-AS1,LINC01960,0.11107618197281414
PDZRN3-AS1,AC017015.2,0.11885613287801451
PDZRN3-AS1,BTN1A1,0.12146616946380515
PDZRN3-AS1,IFT74-AS1,0.14089441643765832
PDZRN3-AS1,AC098679.1,0.14089441643765835
LINC02005,LINC01779,0.09864864708069196
LINC02005,AL356479.1,0.10023907648176916
LINC02005,AP001599.1,0.10311629275179789
LINC02005,AL157888.1,0.11049291491735341
LINC02005,AC010969.1,0.12781758943696842
LINC02047,AC008567.2,0.18876957353729
LINC02047,AL390962.1,0.19577348232784286
LINC02047,SLC35F4,0.2653719244965824
LINC02047,Z86062.2,0.28855242627884387
LINC02047,AC133565.1,0.4081530168772792
CNTN3,PDE4DIP,0.3008293588534809
CNTN3,NEXN,0.3028955454733474
CNTN3,CACNA1C,0.3032958532711441
CNTN3,TTN,0.31414281298936136
CNTN3,FGF12,0.3204995395616291
LINC02018,LINC00601,0.07129060659107889
LINC02018,AP002989.1,0.07547585500137768
LINC02018,AC026250.1,0.07597403902658875
LINC02018,LINC00901,0.09203853880220753
LINC02018,HAPLN1,0.10531282947592668
LINC00960,CALCA,0.08113593494626754
LINC00960,ENDOU,0.0846790285575849
LINC00960,AL109659.2,0.08952568476545521
LINC00960,FAM111B,0.09039172724161985
LINC00960,UCMA,0.11111776797964139
ZNF717,LRRFIP2,0.22871316627182967
ZNF717,CTNNA3,0.22902928323733585
ZNF717,TTN,0.22962511417343068
ZNF717,LDB3,0.23295498706607268
ZNF717,PDE4DIP,0.2334189057767463
ROBO2,KCNJ3,0.2343688287891001
ROBO2,CADM2,0.24281116776515305
ROBO2,GRIP1,0.2468006560610194
ROBO2,TMEM252,0.27000005564935736
ROBO2,LINC02248,0.28942142653250996
LINC02077,ACTN2,0.16664109930684204
LINC02077,MALAT1,0.16701269460459525
LINC02077,MYH7B,0.1751463336169182
LINC02077,AC013640.1,0.17537915758922687
LINC02077,PDK4,0.1939404143461395
ROBO1,ABCA6,0.3417893991284157
ROBO1,CDH19,0.342353615556451
ROBO1,RORA,0.34483180013395603
ROBO1,NEGR1,0.35016847007846214
ROBO1,EBF1,0.354031024214281
AC068756.1,AL139039.3,0.0945028263792815
AC068756.1,BX088723.1,0.09450282637928153
AC068756.1,AC011284.1,0.09450282637928172
AC068756.1,TCN1,0.11555268186398485
AC068756.1,CYP2C9,0.163975755058035
LINC02050,B3GNT4,0.10707463856152802
LINC02050,AL121574.1,0.11327948110423645
LINC02050,LINC01727,0.11458303717898938
LINC02050,SPERT,0.12413369771567614
LINC02050,AC135782.2,0.15203717831039462
LINC02027,AL392185.1,0.06942317932518696
LINC02027,LINC02107,0.0760974419498304
LINC02027,AP001021.1,0.09867127377074437
LINC02027,LINC01413,0.1081008405129309
LINC02027,AL365434.2,0.12066053508027447
AC099542.1,LINC02483,0.11286796331657162
AC099542.1,AC011352.3,0.11286796331657162
AC099542.1,DMP1,0.11286796331657165
AC099542.1,PNMA6E,0.11286796331657198
AC099542.1,AL031275.1,0.14787739818790152
GBE1,LARGE1,0.4663464396541203
GBE1,MYO18B,0.4774787149908959
GBE1,ROR1,0.479296226418
GBE1,SORBS1,0.48708494749390496
GBE1,PALLD,0.4936196336146472
AC017015.2,AL122010.1,0.2180432733600738
AC017015.2,HCG20,0.23036569733652743
AC017015.2,AC100849.2,0.23879105288585412
AC017015.2,HOXD9,0.27135030394537013
AC017015.2,AC010880.1,0.2832364579695447
AC129807.1,AC003973.2,0.10230182847393175
AC129807.1,AL353614.1,0.10618456175620555
AC129807.1,SLC6A5,0.10921663614564782
AC129807.1,LINC01863,0.11878711954968847
AC129807.1,AC010336.4,0.1189185261489623
LINC02008,LDB3,0.1052862304071659
LINC02008,AC022903.1,0.10550857175538257
LINC02008,VWA8,0.10708929393900946
LINC02008,LINC01846,0.1122977553813549
LINC02008,AL138808.1,0.14109445045462432
LINC00971,MIR99AHG,0.10520933051357476
LINC00971,AKAP13,0.10649977041203947
LINC00971,FTX,0.11311182645708197
LINC00971,LINC00901,0.1177756469301558
LINC00971,AC010880.1,0.11848023718095117
LINC02025,AC069257.3,0.1425570378203799
LINC02025,AL391069.4,0.14255703782038
LINC02025,HIST1H2BJ,0.1513973833625729
LINC02025,AC005090.1,0.168785682872456
LINC02025,AL353740.1,0.30213156400040075
CADM2,KCNJ3,0.4051108367629906
CADM2,CHL1,0.40884030503505764
CADM2,SYNPR,0.4096712283351567
CADM2,CADPS,0.4107852397036836
CADM2,LINC02248,0.4394460104899286
CADM2-AS2,XKR4,0.11329587869970761
CADM2-AS2,AC008056.1,0.12496031206681898
CADM2-AS2,LINC01739,0.13519518892049773
CADM2-AS2,CADM2,0.13827849171392026
CADM2-AS2,LINC02494,0.2070952921848112
CADM2-AS1,AC026461.3,0.09432491359375955
CADM2-AS1,ROR2,0.09891342261151867
CADM2-AS1,ASTN2,0.10453628437527922
CADM2-AS1,AC083809.1,0.12845045499488192
CADM2-AS1,POTEI,0.16337047719667175
VGLL3,PID1,0.28685248734773283
VGLL3,SVEP1,0.2908877157652405
VGLL3,COL5A2,0.2982238431761422
VGLL3,ABCA9,0.2996740776252275
VGLL3,NEGR1,0.30026744189519655
AC107204.1,SATB2,0.1547820779653328
AC107204.1,GRM7,0.16770984000245598
AC107204.1,KIF5C,0.17871954168289048
AC107204.1,CHSY3,0.18249668325470333
AC107204.1,Z98259.3,0.1920745235261225
CHMP2B,RPL8,0.36803285569521754
CHMP2B,FAU,0.369006862095529
CHMP2B,EEF1A1,0.3719355887035039
CHMP2B,RPL9,0.37512675073307394
CHMP2B,EIF1,0.3820990012862221
AC117513.1,A4GNT,0.08757795828942126
AC117513.1,AC074050.3,0.08757795828942133
AC117513.1,AC005498.1,0.08757795828942155
AC117513.1,AC131009.2,0.08983846615999373
AC117513.1,THEMIS,0.12307081584846943
HTR1F,LINC02541,0.09699498147645166
HTR1F,PLPPR4,0.10838472382510697
HTR1F,THY1,0.1176889592905931
HTR1F,FARP1-AS1,0.1879605777818787
HTR1F,AC013391.1,0.23054489745525114
CGGBP1,MALAT1,0.27407431085127876
CGGBP1,LAMA2,0.2814932187863085
CGGBP1,N4BP2L2,0.2891092455755203
CGGBP1,FTX,0.29401110764971583
CGGBP1,ZBTB20,0.3095522125444034
ZNF654,FTX,0.25754146289875285
ZNF654,PLEKHA5,0.2594723019825311
ZNF654,N4BP2L2,0.25980865168857503
ZNF654,FHIT,0.26781296390530207
ZNF654,ZBTB20,0.28763385619763965
C3orf38,QKI,0.12319587865649498
C3orf38,CKMT2,0.1245895818087262
C3orf38,N4BP2L2,0.12961413933038032
C3orf38,ZBTB20,0.13083585911218254
C3orf38,FTX,0.13187255961956057
CSNKA2IP,G6PC,0.32704907033500513
CSNKA2IP,CRYGB,0.3270490703350052
CSNKA2IP,AL008638.3,0.40070542913234874
CSNKA2IP,CLDN19,0.40070542913234874
CSNKA2IP,Z86062.2,0.46278354048608406
EPHA3,EPS8,0.31090436387692244
EPHA3,DLC1,0.31529748782206224
EPHA3,PLA2G5,0.31611121608310544
EPHA3,ADGRB3,0.3228689992734068
EPHA3,EBF2,0.35262824141801546
PROS1,IL6ST,0.19458499561450113
PROS1,DDX5,0.19914226322366094
PROS1,APP,0.1993532874839322
PROS1,GSN,0.20519535701397013
PROS1,ITM2B,0.21635969395253338
ARL13B,AP002518.2,0.16186571194676927
ARL13B,RBMS3-AS3,0.16332984320002483
ARL13B,RORA,0.17097920830308394
ARL13B,PID1,0.17488028555529167
ARL13B,DDX5,0.18217718760245274
STX19,AC016831.7,0.09431118017532424
STX19,LAMA2,0.09598479166317735
STX19,ZBTB20,0.09610129182312398
STX19,FTX,0.10310217888069657
STX19,ARL13B,0.10521194384006553
DHFR2,AC233992.3,0.06838193364187
DHFR2,MORF4L1,0.06884955563477536
DHFR2,AC106782.6,0.07261042969484686
DHFR2,AC096637.1,0.07290526593508054
DHFR2,AC133555.3,0.07658009020564685
NSUN3,TNRC6A,0.1811645559228038
NSUN3,MIR99AHG,0.1842455784840145
NSUN3,LINC00486,0.19119058606501707
NSUN3,FTX,0.19757738474107028
NSUN3,ZBTB20,0.2095927299786658
LINC00879,PPP1R12B,0.08465462917636847
LINC00879,GRXCR2,0.08583685021348414
LINC00879,AC116616.1,0.08778327210910264
LINC00879,LINC01699,0.09044098843479438
LINC00879,AC243965.2,0.09203356482217769
MTRNR2L12,MT-CYB,0.5633305597573675
MTRNR2L12,MT-ND1,0.5706546967255012
MTRNR2L12,MT-ATP6,0.5770355478024871
MTRNR2L12,MT-ND3,0.5772225361000114
MTRNR2L12,MT-ND5,0.6022360737004772
EPHA6,ABCA6,0.2738756167700235
EPHA6,RORA,0.2789969901552588
EPHA6,CDH19,0.2790786192152613
EPHA6,ABCA8,0.28757023177253754
EPHA6,NEGR1,0.3059859237523192
AC110491.1,AL357992.1,0.13468566141994467
AC110491.1,AC104051.2,0.13587518125033743
AC110491.1,AC115618.2,0.19224795865977737
AC110491.1,GNRH2,0.19224795865977742
AC110491.1,AC005786.2,0.2580568522729419
ARL6,ADGRB3,0.08317479437793542
ARL6,FTX,0.08365411474405121
ARL6,SASH1,0.08497937496015909
ARL6,ZBTB20,0.09884596941848325
ARL6,LINC00901,0.10258523978750865
AC110491.3,LIMS1-AS1,0.09975030675694192
AC110491.3,AC003973.2,0.10549672183722265
AC110491.3,TRHR,0.11676410326195943
AC110491.3,UGT1A8,0.16456394424355675
AC110491.3,AP000345.1,0.18416839032973856
CRYBG3,SPTBN1,0.2680166329785395
CRYBG3,TCF4,0.270205300006088
CRYBG3,ARGLU1,0.27385307890349514
CRYBG3,EPAS1,0.2749818474364471
CRYBG3,DDX5,0.28278014546229524
AC110491.2,LAMA2,0.08659917514504
AC110491.2,AL445183.1,0.08899504596103552
AC110491.2,AC114763.2,0.08901507041501638
AC110491.2,SIGLECL1,0.09701497772590306
AC110491.2,DMBT1,0.09764296793514173
RIOX2,SERBP1,0.1236841581801591
RIOX2,DDX5,0.1242894783854983
RIOX2,GNAS,0.1259152767417633
RIOX2,VIM,0.12936793363204496
RIOX2,HNRNPA2B1,0.13896459187005067
GABRR3,AC087741.2,0.17654681751241547
GABRR3,TDRD15,0.20393017905739375
GABRR3,AC011897.1,0.22343346355136695
GABRR3,LINC00972,0.24984996999399797
GABRR3,AC139712.3,0.2885524262788428
OR5H14,AC023632.5,0.18235047099282686
OR5H14,PCDHA4,0.18235047099282725
OR5H14,KLK1,0.20657441012469718
OR5H14,RHPN1-AS1,0.2355431262271728
OR5H14,TAS2R43,0.23554312622717374
AC117473.1,LRRTM3,0.09774136625381265
AC117473.1,PXDNL,0.09779701223360479
AC117473.1,MALAT1,0.09885471249867182
AC117473.1,MLIP,0.0988763064643991
AC117473.1,DLG2,0.11154158727414942
OR5K1,AC091096.2,0.16608431069535917
OR5K1,TAL2,0.16642908178665303
OR5K1,AC020663.2,0.16642908178665314
OR5K1,LINC01293,0.16642908178665344
OR5K1,AL033527.3,0.16642908178665425
CLDND1,RPL8,0.33923681032657776
CLDND1,EEF1A1,0.34026514643594175
CLDND1,RPL9,0.3426229133223047
CLDND1,RPS7,0.3467358571718169
CLDND1,EIF1,0.3585221121335916
CPOX,CELF2,0.08449976337473773
CPOX,FOXP1,0.08656371606579863
CPOX,NEAT1,0.08744751436683457
CPOX,PNISR,0.08877516991152518
CPOX,ZBTB20,0.09260562801823481
AC021660.2,LYZL2,0.1765468175124153
AC021660.2,AC073539.3,0.2039352800533491
AC021660.2,AC137590.2,0.20393528005334982
AC021660.2,AC105345.2,0.2039352800533504
AC021660.2,SCGB2A1,0.20393528005335052
ST3GAL6-AS1,PLEKHA5,0.12713137887309228
ST3GAL6-AS1,NEXN,0.12802392909480348
ST3GAL6-AS1,SLC35F1,0.13370706128840942
ST3GAL6-AS1,G6PC2,0.13977257765442683
ST3GAL6-AS1,GRIK2,0.14595727263089656
ST3GAL6,NCAM1,0.492301787045977
ST3GAL6,PDE4DIP,0.4937083547768086
ST3GAL6,SORBS1,0.49975475075597553
ST3GAL6,PALLD,0.5196431915840931
ST3GAL6,AKAP6,0.5229339382713348
DCBLD2,LPP,0.35404257485487844
DCBLD2,DST,0.35621118026468096
DCBLD2,PDE4DIP,0.35892686689243175
DCBLD2,FILIP1,0.36545361960286227
DCBLD2,PALLD,0.3837227101138762
AC091212.1,AC005355.1,0.136934639178521
AC091212.1,FAR2,0.14043578218039238
AC091212.1,PDE4D,0.14743893959696527
AC091212.1,LINC01091,0.1534712476617395
AC091212.1,XIRP2,0.1600160022990961
AC107029.1,LEFTY2,0.1259140369959867
AC107029.1,FP325330.1,0.12876365264409298
AC107029.1,GAGE10,0.14112072422121877
AC107029.1,AL078587.1,0.14112072422121896
AC107029.1,ARSD-AS1,0.14112072422121938
AC107029.2,ABCA9,0.17082225323116257
AC107029.2,ABCA8,0.1733939744178427
AC107029.2,ABCA6,0.17668850463220445
AC107029.2,ABCA9-AS1,0.19439702156245314
AC107029.2,NEGR1,0.19893444575539948
COL8A1,BICC1,0.3933419524703282
COL8A1,COL6A3,0.3977234809551173
COL8A1,PLXDC2,0.41725043806557094
COL8A1,SRPX2,0.4245482152096006
COL8A1,NOX4,0.42943932669415985
AC069222.1,LINC00901,0.13214843620234476
AC069222.1,AC016813.1,0.13214843620234548
AC069222.1,LINC01711,0.13214843620234565
AC069222.1,SPO11,0.13214843620234581
AC069222.1,ATP6V0D2,0.14567009073338075
CMSS1,ZBTB20,0.3053705521623319
CMSS1,AL121935.2,0.3215221911815221
CMSS1,AC083837.1,0.34956326918073066
CMSS1,BACH2,0.3648689653151175
CMSS1,FILIP1L,0.5082969770464171
FILIP1L,SVIL,0.35016434849465716
FILIP1L,FILIP1,0.3516219115042474
FILIP1L,PLEKHA5,0.35463918352817503
FILIP1L,ZBTB20,0.39499390680690555
FILIP1L,CMSS1,0.5082969770464171
TBC1D23,PRKG1,0.19716326272874374
TBC1D23,LPP,0.19732742293356123
TBC1D23,CBLB,0.20328420386701468
TBC1D23,LAMA2,0.20528760308188407
TBC1D23,ZBTB20,0.22792795869465043
NIT2,MFGE8,0.14152348735642736
NIT2,PEBP1,0.14257263126786393
NIT2,SLC25A3,0.14386429077062812
NIT2,ATP5F1B,0.14439121413799577
NIT2,ATP5MC3,0.1449937944482205
TOMM70,NEXN,0.26121943640317874
TOMM70,PDE7A,0.262657933876281
TOMM70,ZBTB20,0.2641026100494138
TOMM70,ABLIM1,0.2676415642781929
TOMM70,PDE4DIP,0.28429209293063556
LNP1,DPT,0.09040999180255303
LNP1,DLG2,0.0908865833274274
LNP1,PLEKHA5,0.09676377614714538
LNP1,LBH,0.10030804100680843
LNP1,AEBP1,0.12269714580310921
TMEM45A,ABCA9,0.2661779880707641
TMEM45A,VIT,0.26649879612851923
TMEM45A,CDH19,0.2723051293238495
TMEM45A,C7,0.27710643066928803
TMEM45A,MGST1,0.27891489634126926
ADGRG7,AC007333.2,0.105021580438769
ADGRG7,AL392185.1,0.10502158043876911
ADGRG7,AC018553.1,0.10502158043876912
ADGRG7,AL591846.2,0.108423425831555
ADGRG7,AC087516.2,0.1157465202108313
TFG,YBX3,0.23147931619522105
TFG,DDX5,0.23197704176876507
TFG,HNRNPA2B1,0.23587669034796013
TFG,GNAS,0.2358924586332697
TFG,EIF1,0.23774985019242692
ABI3BP,GLIS3,0.4099347554987537
ABI3BP,KAZN,0.44230660673077454
ABI3BP,FBN1,0.4434948557984191
ABI3BP,NEGR1,0.45080577462123045
ABI3BP,CDH19,0.451595848730993
IMPG2,AFF3,0.07931892718179902
IMPG2,TACC2,0.08385633121327725
IMPG2,BMPR1A,0.09451111436983538
IMPG2,AC015813.3,0.11326967017883131
IMPG2,REN,0.21549371860321384
SENP7,LAMA2,0.25565224300029504
SENP7,TTN,0.2567099406332011
SENP7,PRKG1,0.26956704559727457
SENP7,FTX,0.2841337534561
SENP7,ZBTB20,0.3085758799694597
TRMT10C,RPL9,0.22268437317095557
TRMT10C,MT-ND4,0.22481486586148405
TRMT10C,RPS7,0.22564158441930957
TRMT10C,EIF1,0.23157864434912848
TRMT10C,RAN,0.23335411270079542
PCNP,RPS25,0.31420588473551236
PCNP,HMGB1,0.3142556813465097
PCNP,RPL8,0.31469366917355684
PCNP,PTMA,0.3205345611749842
PCNP,MYL6,0.32400829551982513
ZBTB11,ZBTB20,0.1387645569422717
ZBTB11,DDX5,0.13891655717806115
ZBTB11,NFIA,0.13964105813984032
ZBTB11,PTPRG,0.14391330397991453
ZBTB11,RBM39,0.1441949727228715
ZBTB11-AS1,EFCAB1,0.0755024883368104
ZBTB11-AS1,AC104237.1,0.07631442187167349
ZBTB11-AS1,MAFA,0.07908858036963508
ZBTB11-AS1,AC019069.1,0.09346920248722516
ZBTB11-AS1,OR13A1,0.09931579413067196
RPL24,RPS23,0.8506974395761693
RPL24,EEF1A1,0.8507417215183583
RPL24,RPL30,0.8527417901775303
RPL24,RPL19,0.854997048808209
RPL24,RPL9,0.866501122493988
CEP97,RBM39,0.08947313583480931
CEP97,BIRC6,0.09025102850779951
CEP97,DDX17,0.09180525267743245
CEP97,ARID1B,0.09497848056732051
CEP97,ZBTB20,0.0951203442128244
NXPE3,ANK2,0.17744218503149092
NXPE3,PDE4DIP,0.18104151174641092
NXPE3,RYR2,0.18119695693337184
NXPE3,CFLAR,0.1841683132474259
NXPE3,NEBL,0.184437457699238
AC020651.1,F13B,0.10873497841054257
AC020651.1,AC089998.1,0.10873497841054265
AC020651.1,URGCP-MRPS24,0.10873497841054294
AC020651.1,AL354726.1,0.10873497841054298
AC020651.1,AC011005.1,0.12531035850770575
NFKBIZ,HSP90AA1,0.35306931274397757
NFKBIZ,EIF1,0.3533745606280042
NFKBIZ,ZFP36,0.3562517472804773
NFKBIZ,SOCS3,0.3586266742403688
NFKBIZ,FOS,0.36339006540721525
LINC02085,AL513523.3,0.19224795865977812
LINC02085,AC008705.1,0.203935280053349
LINC02085,AL021395.1,0.21804327336007484
LINC02085,NOTO,0.25805685227294256
LINC02085,PKNOX2-AS1,0.2885524262788441
AC106712.1,SMIM25,0.22441591683844866
AC106712.1,FCGR3A,0.22779577312241453
AC106712.1,LST1,0.2597020754287954
AC106712.1,UTF1,0.2735770223870233
AC106712.1,LILRA1,0.2910043786350237
ZPLD1,AC084030.1,0.08689153382109123
ZPLD1,DPPA3,0.09490830149045962
ZPLD1,AC105227.1,0.09490830149045965
ZPLD1,AP000527.1,0.09490830149045976
ZPLD1,RNF183,0.1649380223531769
AC108748.1,AC021242.3,0.1687856828724561
AC108748.1,AL713923.1,0.18876957353728982
AC108748.1,AC003984.1,0.2180432733600743
AC108748.1,POTEI,0.27692860360105753
AC108748.1,LINC02012,0.3778037949846071
ALCAM,RAB7B,0.337624660171499
ALCAM,PLA2G7,0.338332343186249
ALCAM,TM4SF19-AS1,0.3396603304605816
ALCAM,SPOCD1,0.4476672689978319
ALCAM,TPRG1,0.4611340054391069
CBLB,PLEKHA5,0.6038513433769118
CBLB,ABLIM1,0.6129053506115018
CBLB,RYR2,0.6143739099838328
CBLB,MLIP,0.6240187542323206
CBLB,PDE3A,0.6445816219379874
LINC00882,CACNA1C,0.3243766620319033
LINC00882,CTNNA3,0.32550623664378087
LINC00882,CACNB2,0.3276368098246717
LINC00882,SGCD,0.3302111752940237
LINC00882,FGF12,0.33363184135962887
DUBR,EPS8,0.25528305605526697
DUBR,GUCY1A2,0.26869050134081013
DUBR,EGFLAM,0.2700028487797332
DUBR,FRMD3,0.27074841106722036
DUBR,DLC1,0.3250979769021765
AC063944.1,FRMD3,0.17747065836987938
AC063944.1,AL499616.1,0.17904941042037323
AC063944.1,PTH1R,0.18707078836022165
AC063944.1,DLC1,0.21211990071259976
AC063944.1,DUBR,0.23678858084336127
AC063944.3,AC112178.1,0.12091899081517123
AC063944.3,AC084083.1,0.12091899081517128
AC063944.3,AC010680.1,0.12091899081517131
AC063944.3,F13B,0.13974081595275625
AC063944.3,DSPP,0.139740815952757
LINC01990,AL391883.1,0.07735164231246829
LINC01990,TAS2R43,0.07735164231246833
LINC01990,ADM2,0.08452392600507157
LINC01990,DAB1-AS1,0.08898705909692915
LINC01990,AC116351.2,0.134324608183803
BBX,DDX17,0.23023294349191253
BBX,FTX,0.23593656976444283
BBX,PRKG1,0.23613741961709428
BBX,NFIA,0.2362823990154541
BBX,ZBTB20,0.2815045829202799
LINC00635,AC099314.1,0.13277051988672844
LINC00635,AL021920.3,0.14880275624280886
LINC00635,FA2H,0.15785685550933617
LINC00635,AL596451.1,0.19326772249621066
LINC00635,NECTIN3-AS1,0.1939062016889014
LINC00636,MIOX,0.1102485746577404
LINC00636,AL160262.1,0.11619212718804009
LINC00636,TMEM270,0.12345424465862284
LINC00636,DAZ2,0.12345424465862286
LINC00636,AC087379.1,0.14277505664879123
CD47,RPL19,0.27964799162853915
CD47,RPS7,0.2809902251136021
CD47,UBA52,0.28129444464118664
CD47,RACK1,0.28183954259148164
CD47,RPL11,0.2828684014786985
LINC01215,AC106712.1,0.19972389928127943
LINC01215,AL592494.3,0.23866356907503383
LINC01215,LILRA1,0.2509002609551942
LINC01215,AL356417.1,0.258010347953715
LINC01215,UTF1,0.2734454532142147
IFT57,RPS5,0.2071178960664267
IFT57,RPL3,0.2074999808286585
IFT57,RPLP0,0.20750593951780227
IFT57,RPL10A,0.2088255751272135
IFT57,IGFBP7,0.21137713462909044
HHLA2,AC093607.1,0.10781647452809409
HHLA2,AC097375.1,0.10861102026216284
HHLA2,BMPR1B-DT,0.11062902572419211
HHLA2,IL24,0.12312486899868907
HHLA2,AC092813.2,0.16628748870990465
MYH15,DLC1,0.11520589524702661
MYH15,AC015853.1,0.11673980707502293
MYH15,FBLL1,0.12034659871834341
MYH15,EPS8,0.1206771530875724
MYH15,NBEAL1,0.12841507228508905
CIP2A,AC019257.1,0.07892282055841657
CIP2A,LINC02320,0.07910510351935808
CIP2A,BIRC5,0.08236477311739748
CIP2A,UBE2C,0.09894115516432807
CIP2A,GPR182,0.11309888352459219
DZIP3,PLEKHA5,0.2826344494509763
DZIP3,ZBTB20,0.28584649504272786
DZIP3,FGF12,0.28610164010346034
DZIP3,NEBL,0.28982483746361914
DZIP3,TTN,0.2939465954838877
RETNLB,AC003035.1,0.1540293725213914
RETNLB,AC015726.1,0.15508699435182796
RETNLB,AC106038.1,0.16878568287245613
RETNLB,AC084128.1,0.1887695735372898
RETNLB,AC008555.2,0.2516801250075562
TRAT1,CD3D,0.29785188586821437
TRAT1,CD3G,0.30830124496145356
TRAT1,TRAC,0.3235357876263449
TRAT1,TRBC2,0.3357761318784224
TRAT1,CD3E,0.37369269208240347
GUCA1C,ASB15,0.10183177381035532
GUCA1C,SGCG,0.10295505515743981
GUCA1C,PDZRN3,0.10345631757485654
GUCA1C,MLIP,0.10560497934850008
GUCA1C,RETREG1,0.11520143018535954
MORC1,LINC02416,0.12111077609887783
MORC1,AL354712.1,0.12140574279712628
MORC1,AC010463.2,0.13557289592227
MORC1,AC107031.1,0.16605051337466695
MORC1,AC011523.1,0.18204701564548284
MORC1-AS1,AL512791.2,0.13015279709357588
MORC1-AS1,HIST1H2AH,0.13821023268439567
MORC1-AS1,BUB1B-PAK6,0.13837330608791204
MORC1-AS1,LINC02443,0.1598798608477508
MORC1-AS1,AL359649.1,0.1598798608477514
C3orf85,AC107068.2,0.08022508297036172
C3orf85,PPP1R3C,0.08132519477981334
C3orf85,AC022517.1,0.0845427930184897
C3orf85,UGT1A8,0.09240239519500164
C3orf85,LINGO1,0.10226795477648964
DPPA2,AC067930.3,0.09080521439185278
DPPA2,AL663023.1,0.10164333771813003
DPPA2,NEIL3,0.10748523479223858
DPPA2,LINC01189,0.11750619901814581
DPPA2,AC006441.3,0.11750619901814581
DPPA4,AC092958.2,0.1143377292792593
DPPA4,AC026888.1,0.11433772927925949
DPPA4,AC084083.1,0.11433772927925971
DPPA4,AC114912.1,0.11433772927925989
DPPA4,LINC01635,0.11433772927925992
LINC01205,AC007218.1,0.11902074212545963
LINC01205,GRM7,0.12537216193756315
LINC01205,AC090358.1,0.12633592464460958
LINC01205,AC093752.2,0.13516072771068657
LINC01205,KIF5C,0.13645455762479772
AC078980.1,AC087286.3,0.22398247027750928
AC078980.1,LINC01411,0.25543284606531924
AC078980.1,SLC2A2,0.2601039164474603
AC078980.1,LINC01629,0.35430817222553246
AC078980.1,C4orf54,0.35452293645144306
AC117402.1,LINC02181,0.1540447877892774
AC117402.1,LINC02417,0.15404478778927774
AC117402.1,LINC01189,0.15404478778927783
AC117402.1,AC015961.1,0.15404478778927805
AC117402.1,LINC02380,0.18867264022768065
NECTIN3-AS1,AC003965.2,0.3784211341231047
NECTIN3-AS1,LINC00452,0.37842113412310474
NECTIN3-AS1,AC099314.1,0.4146946056138262
NECTIN3-AS1,ANKRD45,0.4492733214388711
NECTIN3-AS1,AL596451.1,0.5679388082988333
NECTIN3,ARID1B,0.19456728656790975
NECTIN3,LINC00486,0.19470610794271234
NECTIN3,FTX,0.20209378982989398
NECTIN3,LAMA2,0.20337531745579296
NECTIN3,ZBTB20,0.2264799272782878
