source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	dorothea_level	curation_effort
COMPLEX:P15407_P17535	Q13418	FOSL1_JUND	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P05412_P17535	Q13418	JUN_JUND	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P01100_P17275	Q13418	FOS_JUNB	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P17275	Q13418	JUNB	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P01100_P17535	Q13418	FOS_JUND	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P05412_P53539	Q13418	FOSB_JUN	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P05412_P15408	Q13418	FOSL2_JUN	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
COMPLEX:P17535	Q13418	JUND	ILK	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:16978906;CollecTRI:11114721;CollecTRI:21898398		3
P35869	P01106	AHR	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;FANTOM4_DoRothEA;NTNUcuration_CollecTRI2;TRRUST;DoRothEA-A_CollecTRI2;TRRUST_DoRothEA;CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2	CollecTRI:16091746;TRRUST:11114727;TRRUST:16091746;CollecTRI2:11114727;CollecTRI2:16091746;CollecTRI2:33907570;CollecTRI2:34657603;CollecTRI2:27601158;CollecTRI2:32611766;CollecTRI2:32546741;CollecTRI:11114727	A	11
COMPLEX:P19838_Q04864	P01106	NFKB1_REL	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:P19838_Q04206	P01106	NFKB1_RELA	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q01201_Q04206	P01106	RELA_RELB	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
Q04206	P01106	RELA	MYC	True	True	True	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;FANTOM4_DoRothEA;NTNUcuration_CollecTRI2;TRRUST;DoRothEA-A_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2;CollecTRI2;TRED_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;RegNetwork_DoRothEA	CollecTRI2:14689584;CollecTRI2:28440423;CollecTRI2:18852134;CollecTRI2:18567808;CollecTRI2:30659266;CollecTRI2:12027803;CollecTRI2:25765944;CollecTRI2:16518410;CollecTRI2:23545701;CollecTRI2:27582262;CollecTRI2:30773503;CollecTRI2:25683916;CollecTRI2:36428553;CollecTRI2:16497877;CollecTRI2:30153443;CollecTRI2:19469019;CollecTRI2:30726934;CollecTRI2:24411622;CollecTRI2:37536000;CollecTRI2:12504005;CollecTRI2:19234182;CollecTRI2:29914415;CollecTRI2:30471409;TRRUST:21790895;CollecTRI2:11114727;CollecTRI2:34676904;CollecTRI2:22320981;CollecTRI2:35339800;CollecTRI2:7969136;CollecTRI2:25469773;CollecTRI2:18386790;CollecTRI2:25715336;CollecTRI2:15905586;CollecTRI2:25830341;CollecTRI2:15345217;CollecTRI2:16174765;CollecTRI2:20035051;CollecTRI2:28834761;CollecTRI2:28331523;CollecTRI2:20593956;CollecTRI2:29499942;CollecTRI2:12894581;TRRUST:17018379;CollecTRI2:20715105;CollecTRI2:17141225;CollecTRI2:25639793;CollecTRI2:25592709;CollecTRI2:25915824;CollecTRI2:18184402;CollecTRI2:10485711;CollecTRI2:16963181;CollecTRI2:26427115;CollecTRI2:32581212;CollecTRI2:37345011;CollecTRI2:37638286;CollecTRI2:9596659;CollecTRI:18566231;CollecTRI2:34412631;CollecTRI2:32645343;CollecTRI2:24302614;CollecTRI:8289784;CollecTRI:17018379;CollecTRI:21790895;CollecTRI2:26022158;CollecTRI2:20022690;CollecTRI2:21600978;CollecTRI2:16230421;CollecTRI2:9637410;CollecTRI2:17962807;CollecTRI2:21790895;CollecTRI2:36712528;CollecTRI2:16551868;CollecTRI2:34657603;CollecTRI2:19966855;CollecTRI:12894581;CollecTRI2:26370441;CollecTRI2:20606045;CollecTRI2:32789317;CollecTRI:12783888;CollecTRI2:23762292;CollecTRI2:32455624;CollecTRI2:33223752;CollecTRI2:26998041;CollecTRI2:30145367;TRRUST:17673602;CollecTRI2:33530952;CollecTRI:19469019;CollecTRI2:16091746;CollecTRI2:22172699;CollecTRI:17673602;CollecTRI2:1644814;CollecTRI2:25460081;CollecTRI2:25589462;CollecTRI2:2517588;CollecTRI2:12783888;CollecTRI2:1512542;CollecTRI2:12007958;CollecTRI2:22523564;CollecTRI2:27517565;CollecTRI2:33299340;CollecTRI2:31972002;CollecTRI2:20576605;CollecTRI2:18381954;CollecTRI2:31100403;TRRUST:17944672;CollecTRI2:28699254;CollecTRI2:21834855;CollecTRI2:24502806;CollecTRI:18184402;CollecTRI2:10783306;CollecTRI2:36845732;CollecTRI2:22762853;CollecTRI2:11306700;TRRUST:11114727;CollecTRI2:25082961;CollecTRI2:18952368;CollecTRI2:34223928;CollecTRI2:27698868;CollecTRI2:22270965;CollecTRI:19766095;CollecTRI2:8698809;TRRUST:18566231;CollecTRI2:23932824;CollecTRI2:7869034;CollecTRI2:24464015;CollecTRI2:26555861;CollecTRI2:15710601;CollecTRI2:16865287;CollecTRI2:24691500;CollecTRI2:36273585;CollecTRI2:29743861;CollecTRI2:12529655;CollecTRI2:37785028;CollecTRI2:28084852;CollecTRI2:37854207;CollecTRI2:20864511;CollecTRI:9596659;CollecTRI2:20433747;CollecTRI2:25738799;CollecTRI2:17439942;CollecTRI2:26996564;CollecTRI2:17387141;CollecTRI2:17114179;CollecTRI2:21078540;CollecTRI2:7759567;CollecTRI:7869034;CollecTRI2:33369192;CollecTRI2:25307349;CollecTRI2:33248246;CollecTRI2:20956327;CollecTRI2:24626950;CollecTRI2:26884988;CollecTRI2:31401087;CollecTRI2:19953995;CollecTRI2:8289784;CollecTRI:11114727;CollecTRI2:23620411;CollecTRI2:29472532;CollecTRI2:21900746;CollecTRI2:17018379;CollecTRI2:24833467;CollecTRI2:29188532;CollecTRI2:16510574;CollecTRI2:29305860;CollecTRI2:31592231;CollecTRI2:32405535;CollecTRI2:23740840;CollecTRI2:16785236;CollecTRI2:17944672;CollecTRI2:26667450;TRRUST:18184402;TRRUST:19469019;CollecTRI2:10931834;CollecTRI2:30736860;CollecTRI2:23776433;CollecTRI2:35209718;CollecTRI2:28933726;CollecTRI2:37601887;CollecTRI2:30157040;CollecTRI2:24857986;CollecTRI2:11873516;CollecTRI2:17673602;CollecTRI2:27667548;CollecTRI2:18566231;TRRUST:19766095;CollecTRI2:14966904;CollecTRI2:16219905;CollecTRI2:30301877;CollecTRI2:19766095;CollecTRI2:24401903;CollecTRI2:20025076;CollecTRI2:26625825;CollecTRI2:18466468;CollecTRI2:24146961;TRRUST:12894581;CollecTRI2:24932741;CollecTRI:17944672;CollecTRI2:35541911;CollecTRI2:20137856;CollecTRI2:29254296;CollecTRI2:12566471	A	201
COMPLEX:P19838_Q01201	P01106	NFKB1_RELB	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q00653_Q04864	P01106	NFKB2_REL	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q00653_Q04206	P01106	NFKB2_RELA	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q04864	P01106	REL	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q04206	P01106	RELA	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q01201	P01106	RELB	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q00653_Q01201	P01106	NFKB2_RELB	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q00653	P01106	NFKB2	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:P19838	P01106	NFKB1	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q04206_Q04864	P01106	REL_RELA	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:P19838_Q00653	P01106	NFKB1_NFKB2	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
COMPLEX:Q01201_Q04864	P01106	REL_RELB	MYC	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:7869034;CollecTRI:18566231;CollecTRI:16260626;CollecTRI:8289784;CollecTRI:21790895;CollecTRI:18184402;CollecTRI:17018379;CollecTRI:11114727;CollecTRI:1515224;CollecTRI:11306700;CollecTRI:19766095;CollecTRI:12894581;CollecTRI:12783888;CollecTRI:12504005;CollecTRI:9596659;CollecTRI:16091746;CollecTRI:17944672;CollecTRI:19469019;CollecTRI:1644814;CollecTRI:17673602		20
Q14994	P08684	NR1I3	CYP3A4	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;NTNU.Curated_CollecTRI;ExTRI2_CollecTRI2	CollecTRI2:31118196;CollecTRI2:33890704;CollecTRI2:15986414;CollecTRI2:18677425;CollecTRI2:29101097;CollecTRI2:26187448;CollecTRI2:34269665;CollecTRI2:17585873;CollecTRI2:14978227;CollecTRI2:31436536;CollecTRI2:18971317;CollecTRI2:30573465;CollecTRI2:16608920;CollecTRI2:25302309;CollecTRI2:18978342;CollecTRI2:12664659;CollecTRI2:30397001;CollecTRI2:29157826;CollecTRI2:18094037;CollecTRI2:12054576;CollecTRI2:20573718;CollecTRI2:21422673;CollecTRI2:16101010;CollecTRI2:15578943;CollecTRI2:28218408;CollecTRI2:14770174;CollecTRI2:25956306;CollecTRI:15990349;CollecTRI2:15990349;CollecTRI2:25725071;CollecTRI2:20580705;CollecTRI2:27197997;CollecTRI:18677425;CollecTRI2:31181217;CollecTRI2:30414935;CollecTRI2:20829393;CollecTRI2:31202736;CollecTRI2:34861291;CollecTRI2:12369894;CollecTRI2:22503787;CollecTRI:12130689;CollecTRI2:16197734;CollecTRI2:21787672;CollecTRI2:16054614;CollecTRI2:11114890;CollecTRI2:23160467;CollecTRI2:30364229;CollecTRI2:17948939;CollecTRI2:17041008;CollecTRI2:21698271;CollecTRI2:22698814;CollecTRI2:12049174;CollecTRI2:22659374;CollecTRI2:25989892;CollecTRI2:12869653;CollecTRI2:19850644;CollecTRI2:17392393;CollecTRI2:15832810;CollecTRI2:21672546;CollecTRI2:25689036;CollecTRI2:18827444;CollecTRI2:16513849;CollecTRI2:20861742;CollecTRI2:24194512;CollecTRI2:18332078;CollecTRI2:11752199;CollecTRI2:17984292;CollecTRI2:15698577;CollecTRI2:15358766;CollecTRI2:21315811;CollecTRI2:33041817;CollecTRI2:11991950;CollecTRI2:15761118;CollecTRI2:22171088;CollecTRI2:15272053;CollecTRI2:20005886;CollecTRI2:17020958;CollecTRI2:11093784;CollecTRI2:12815172;CollecTRI:12167569;CollecTRI2:21210253;CollecTRI:12514743;CollecTRI2:23274663;CollecTRI2:25069801;CollecTRI2:32563148;CollecTRI2:29548889;CollecTRI:18805405;CollecTRI2:24037590;CollecTRI2:18925944;CollecTRI2:21920351;CollecTRI:19686701;CollecTRI2:30463833;CollecTRI2:20959500;CollecTRI2:28716828;CollecTRI2:12130690;CollecTRI2:27709017;CollecTRI2:34035124;CollecTRI2:18805405;CollecTRI2:27434302;CollecTRI2:27311637;CollecTRI:12664659;CollecTRI:11114890;CollecTRI2:15466163;CollecTRI2:24379885;CollecTRI2:35417848;CollecTRI2:19041682;CollecTRI:20580705;CollecTRI2:22363234;CollecTRI2:36948264;CollecTRI2:18347084;CollecTRI2:12514743;CollecTRI:22363234;CollecTRI2:12923173;CollecTRI2:14705859;CollecTRI2:12167569;CollecTRI:20642445;CollecTRI:15698577;CollecTRI2:12130689		118
O75469	P20813	NR1I2	CYP2B6	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;TRRUST;TRRUST_DoRothEA;CollecTRI2;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;ARACNe-GTEx_DoRothEA	CollecTRI2:27713827;CollecTRI2:11502872;CollecTRI2:19833192;CollecTRI2:25869249;CollecTRI:12571232;CollecTRI2:16513849;CollecTRI2:17118915;CollecTRI2:15548381;TRRUST:18096673;TRRUST:19928584;CollecTRI2:20361990;CollecTRI2:29914136;CollecTRI:19928584;CollecTRI2:20861742;CollecTRI2:18765524;CollecTRI2:30394306;CollecTRI2:18096673;CollecTRI2:34035124;CollecTRI2:26626330;CollecTRI2:21939362;CollecTRI2:14977870;CollecTRI2:24832206;CollecTRI2:20624854;CollecTRI:11114890;CollecTRI2:31436536;CollecTRI2:21315811;CollecTRI2:21487929;CollecTRI2:10462436;CollecTRI2:11865669;CollecTRI2:25725071;CollecTRI2:25824487;CollecTRI2:27197997;CollecTRI2:12571232;CollecTRI2:35690682;CollecTRI2:26516577;CollecTRI:14683479;CollecTRI2:16608920;CollecTRI2:12695351;CollecTRI2:19251824;CollecTRI2:27871908;CollecTRI2:20829393;CollecTRI2:20558333;CollecTRI2:26930610;CollecTRI2:18781911;CollecTRI2:32320483;CollecTRI:14709618;CollecTRI2:23704699;CollecTRI2:12815172;CollecTRI2:21787672;CollecTRI:11502872;CollecTRI2:27709010;CollecTRI2:29157826;CollecTRI2:19084549;CollecTRI2:26307675;CollecTRI:18096673;CollecTRI2:17041008;CollecTRI2:34267886;CollecTRI2:19928584;CollecTRI2:19520773;CollecTRI2:23274663;CollecTRI2:28442602;CollecTRI:20624854;CollecTRI2:33686088;CollecTRI2:12485946;CollecTRI2:25069801;CollecTRI2:19702527;CollecTRI2:17591676;CollecTRI2:25977700;CollecTRI2:14709618	D	69
COMPLEX:P17275_P17535	P09341	JUNB_JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P05412	P09341	JUN	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P15408_P17275	P09341	FOSL2_JUNB	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P05412_P15407	P09341	FOSL1_JUN	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
P08047	Q03431	SP1	PTH1R	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:11116210		1
COMPLEX:P17535_P53539	P09341	FOSB_JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P15408_P17535	P09341	FOSL2_JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P17275_P53539	P09341	FOSB_JUNB	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P01100_P05412	P09341	FOS_JUN	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P05412_P17275	P09341	JUN_JUNB	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P15407_P17275	P09341	FOSL1_JUNB	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P15407_P17535	P09341	FOSL1_JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
P22415	P55899	USF1	FCGRT	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:12217383;CollecTRI:11180124		2
COMPLEX:P05412_P17535	P09341	JUN_JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P01100_P17275	P09341	FOS_JUNB	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P17275	P09341	JUNB	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P01100_P17535	P09341	FOS_JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P05412_P53539	P09341	FOSB_JUN	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P05412_P15408	P09341	FOSL2_JUN	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
COMPLEX:P17535	P09341	JUND	CXCL1	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:11115149		1
Q15853	P30273	USF2	FCER1G	True	True	False	True	True	False	ExTRI_CollecTRI;CollecTRI	CollecTRI:11180124		1
P10242	P31153	MYB	MAT2A	True	True	False	True	True	False	ExTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA;CollecTRI;GEREDB_CollecTRI;NTNUcuration_CollecTRI2;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;TRRUST;TRRUST_DoRothEA;CollecTRI2;TRED_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;ExTRI2_CollecTRI2;RegNetwork_DoRothEA	CollecTRI2:11427482;TRRUST:11427482;TRRUST:11115410;CollecTRI:21406062;CollecTRI:11115410;CollecTRI2:17587615;DoRothEA:11427482;CollecTRI:11427482;CollecTRI2:11115410;CollecTRI2:21406062	A	10
